Node_1 Node_2 Capacity_node1 Capacity_node2 Latency_arc node_cost
nb_nodes 100
nb_arcs 5026
0 4 4 5 17 867
0 7 4 3 11 867
0 11 4 6 21 867
0 12 4 1 16 867
0 14 4 1 12 867
0 15 4 3 1 867
0 16 4 3 13 867
0 17 4 6 2 867
0 18 4 1 4 867
0 19 4 4 3 867
0 21 4 5 23 867
0 24 4 3 25 867
0 26 4 4 2 867
0 28 4 5 10 867
0 29 4 6 23 867
0 31 4 2 17 867
0 33 4 4 11 867
0 34 4 1 18 867
0 36 4 5 3 867
0 37 4 3 7 867
0 39 4 5 4 867
0 43 4 1 23 867
0 44 4 2 7 867
0 45 4 3 20 867
0 46 4 2 3 867
0 48 4 1 11 867
0 57 4 6 9 867
0 62 4 6 6 867
0 63 4 5 5 867
0 64 4 5 7 867
0 65 4 3 5 867
0 67 4 1 1 867
0 68 4 1 17 867
0 71 4 2 11 867
0 73 4 4 10 867
0 75 4 3 14 867
0 76 4 3 3 867
0 78 4 4 15 867
0 80 4 6 11 867
0 82 4 3 25 867
0 84 4 3 20 867
0 85 4 2 19 867
0 90 4 4 2 867
0 91 4 5 22 867
0 92 4 2 22 867
0 93 4 2 14 867
0 97 4 6 23 867
0 99 4 4 20 867
1 2 2 1 22 947
1 3 2 2 8 947
1 4 2 5 11 947
1 5 2 6 10 947
1 7 2 3 8 947
1 8 2 3 16 947
1 11 2 6 2 947
1 12 2 1 1 947
1 13 2 4 17 947
1 14 2 1 22 947
1 19 2 4 20 947
1 21 2 5 8 947
1 22 2 4 4 947
1 26 2 4 7 947
1 28 2 5 5 947
1 29 2 6 13 947
1 30 2 6 8 947
1 31 2 2 21 947
1 32 2 1 10 947
1 33 2 4 9 947
1 35 2 1 9 947
1 36 2 5 9 947
1 38 2 4 15 947
1 40 2 1 18 947
1 43 2 1 7 947
1 44 2 2 9 947
1 47 2 5 3 947
1 51 2 4 19 947
1 52 2 3 15 947
1 55 2 5 11 947
1 57 2 6 5 947
1 60 2 6 6 947
1 62 2 6 5 947
1 63 2 5 22 947
1 64 2 5 18 947
1 67 2 1 25 947
1 68 2 1 22 947
1 72 2 6 18 947
1 73 2 4 21 947
1 75 2 3 17 947
1 76 2 3 18 947
1 77 2 5 19 947
1 78 2 4 9 947
1 79 2 5 12 947
1 80 2 6 20 947
1 82 2 3 10 947
1 83 2 4 25 947
1 87 2 5 13 947
1 89 2 6 3 947
1 90 2 4 17 947
1 91 2 5 4 947
1 92 2 2 25 947
1 95 2 4 10 947
1 97 2 6 6 947
2 1 1 2 22 144
2 5 1 6 15 144
2 6 1 3 4 144
2 10 1 5 11 144
2 12 1 1 18 144
2 14 1 1 24 144
2 16 1 3 25 144
2 17 1 6 2 144
2 20 1 4 8 144
2 21 1 5 13 144
2 24 1 3 5 144
2 27 1 1 24 144
2 28 1 5 8 144
2 35 1 1 23 144
2 36 1 5 25 144
2 37 1 3 23 144
2 38 1 4 8 144
2 39 1 5 23 144
2 40 1 1 16 144
2 41 1 6 12 144
2 42 1 1 15 144
2 47 1 5 23 144
2 48 1 1 20 144
2 49 1 1 10 144
2 50 1 3 22 144
2 58 1 2 4 144
2 60 1 6 19 144
