Node_1 Node_2 Capacity_node1 Capacity_node2 Latency_arc node_cost
nb_nodes 50
nb_arcs 1198
0 1 9 3 11 147
0 2 9 6 5 147
0 4 9 8 12 147
0 5 9 5 14 147
0 7 9 3 3 147
0 8 9 2 3 147
0 10 9 8 23 147
0 11 9 9 12 147
0 15 9 5 25 147
0 17 9 4 3 147
0 18 9 7 20 147
0 19 9 5 16 147
0 20 9 1 2 147
0 21 9 8 7 147
0 23 9 9 4 147
0 24 9 2 12 147
0 25 9 2 20 147
0 26 9 9 2 147
0 28 9 1 13 147
0 29 9 2 21 147
0 34 9 9 2 147
0 37 9 7 10 147
0 39 9 8 2 147
0 41 9 6 18 147
0 44 9 4 2 147
0 45 9 8 13 147
0 47 9 8 12 147
0 48 9 5 20 147
0 49 9 6 2 147
1 0 3 9 11 407
1 17 3 4 13 407
1 5 3 5 3 407
1 39 3 8 18 407
1 10 3 8 12 407
1 11 3 9 13 407
1 44 3 4 21 407
1 45 3 8 2 407
1 14 3 5 22 407
1 49 3 6 21 407
1 19 3 5 16 407
1 20 3 1 16 407
1 21 3 8 18 407
1 22 3 6 3 407
1 24 3 2 16 407
1 25 3 2 23 407
1 26 3 9 20 407
1 31 3 1 25 407
2 0 6 9 5 490
2 4 6 8 22 490
2 5 6 5 20 490
2 6 6 6 9 490
2 8 6 2 1 490
2 12 6 4 13 490
2 13 6 9 17 490
2 14 6 5 17 490
2 15 6 5 19 490
2 16 6 1 16 490
2 17 6 4 1 490
2 19 6 5 22 490
2 21 6 8 1 490
2 22 6 6 25 490
2 26 6 9 9 490
2 28 6 1 4 490
2 29 6 2 5 490
2 30 6 2 7 490
2 31 6 1 23 490
2 32 6 7 16 490
2 33 6 5 3 490
2 35 6 3 24 490
2 36 6 3 20 490
2 38 6 8 24 490
2 43 6 3 24 490
2 45 6 8 1 490
2 46 6 3 8 490
2 48 6 5 3 490
3 34 8 9 20 668
3 11 8 9 8 668
3 4 8 8 15 668
3 5 8 5 13 668
3 39 8 8 15 668
3 12 8 4 7 668
3 42 8 7 12 668
3 43 8 3 19 668
3 44 8 4 1 668
3 13 8 9 22 668
3 46 8 3 17 668
3 48 8 5 24 668
3 17 8 4 21 668
3 19 8 5 12 668
3 20 8 1 23 668
3 22 8 6 23 668
3 36 8 3 24 668
3 31 8 1 14 668
3 10 8 8 1 668
3 37 8 7 9 668
4 0 8 9 12 176
4 2 8 6 22 176
4 3 8 8 15 176
4 6 8 6 10 176
4 8 8 2 10 176
4 11 8 9 13 176
4 16 8 1 11 176
4 17 8 4 6 176
4 18 8 7 13 176
4 21 8 8 17 176
4 24 8 2 25 176
4 25 8 2 15 176
4 26 8 9 13 176
4 30 8 2 7 176
4 31 8 1 23 176
4 32 8 7 17 176
4 33 8 5 14 176
4 34 8 9 22 176
4 36 8 3 6 176
4 39 8 8 24 176
4 40 8 7 8 176
4 44 8 4 12 176
4 45 8 8 25 176
4 48 8 5 21 176
4 49 8 6 4 176
5 0 5 9 14 841
5 1 5 3 3 841
5 2 5 6 20 841
5 3 5 8 13 841
5 9 5 5 3 841
5 10 5 8 3 841
5 14 5 5 9 841
5 15 5 5 16 841
5 17 5 4 6 841
5 18 5 7 24 841
5 19 5 5 25 841
5 20 5 1 22 841
5 22 5 6 7 841
5 23 5 9 6 841
5 27 5 4 14 841
5 30 5 2 21 841
5 32 5 7 17 841
5 34 5 9 4 841
5 39 5 8 8 841
5 41 5 6 15 841
5 42 5 7 11 841
5 43 5 3 14 841
5 45 5 8 25 841
5 47 5 8 20 841
5 49 5 6 17 841
6 2 6 6 9 996
6 4 6 8 10 996
6 12 6 4 8 996
6 16 6 1 2 996
6 18 6 7 14 996
6 20 6 1 25 996
6 21 6 8 9 996
6 23 6 9 22 996
6 24 6 2 19 996
6 25 6 2 18 996
6 26 6 9 6 996
6 27 6 4 2 996
6 30 6 2 14 996
6 32 6 7 6 996
6 33 6 5 25 996
6 34 6 9 14 996
6 38 6 8 25 996
6 40 6 7 17 996
6 42 6 7 9 996
6 43 6 3 23 996
6 44 6 4 10 996
6 47 6 8 18 996
6 48 6 5 8 996
7 0 3 9 3 851
7 9 3 5 11 851
7 10 3 8 7 851
7 13 3 9 6 851
7 18 3 7 22 851
7 20 3 1 1 851
7 21 3 8 1 851
7 22 3 6 3 851
7 23 3 9 7 851
7 24 3 2 16 851
7 25 3 2 15 851
7 28 3 1 13 851
7 29 3 2 25 851
7 30 3 2 14 851
7 31 3 1 10 851
7 33 3 5 7 851
7 34 3 9 25 851
7 38 3 8 10 851
7 39 3 8 3 851
7 41 3 6 4 851
7 43 3 3 4 851
7 44 3 4 5 851
7 47 3 8 11 851
7 48 3 5 25 851
