Node_1 Node_2 Capacity_node1 Capacity_node2 Latency_arc node_cost
nb_nodes 100
nb_arcs 5000
0 2 3 2 2 218
0 3 3 1 15 218
0 5 3 1 14 218
0 9 3 3 5 218
0 10 3 1 20 218
0 11 3 3 15 218
0 14 3 1 5 218
0 15 3 2 25 218
0 16 3 3 7 218
0 18 3 1 8 218
0 19 3 1 7 218
0 20 3 1 1 218
0 21 3 2 23 218
0 22 3 2 20 218
0 23 3 1 2 218
0 26 3 1 12 218
0 27 3 1 3 218
0 29 3 2 19 218
0 30 3 2 12 218
0 32 3 1 5 218
0 33 3 1 12 218
0 34 3 2 10 218
0 36 3 3 2 218
0 39 3 3 6 218
0 40 3 2 2 218
0 43 3 1 21 218
0 45 3 1 16 218
0 50 3 1 10 218
0 52 3 3 20 218
0 54 3 2 19 218
0 56 3 1 23 218
0 58 3 3 1 218
0 61 3 3 23 218
0 63 3 3 25 218
0 65 3 3 19 218
0 71 3 3 23 218
0 73 3 1 20 218
0 74 3 1 12 218
0 79 3 3 23 218
0 81 3 3 11 218
0 82 3 2 8 218
0 83 3 2 10 218
0 85 3 3 5 218
0 88 3 2 11 218
0 91 3 1 22 218
0 92 3 3 7 218
0 93 3 2 17 218
0 94 3 1 3 218
0 96 3 3 8 218
0 98 3 3 16 218
0 99 3 2 22 218
1 2 2 2 10 955
1 3 2 1 15 955
1 5 2 1 20 955
1 6 2 1 18 955
1 9 2 3 5 955
1 10 2 1 12 955
1 12 2 3 9 955
1 13 2 1 16 955
1 16 2 3 24 955
1 17 2 3 10 955
1 19 2 1 21 955
1 20 2 1 2 955
1 23 2 1 18 955
1 26 2 1 11 955
1 27 2 1 13 955
1 28 2 1 14 955
1 32 2 1 7 955
1 33 2 1 8 955
1 36 2 3 3 955
1 37 2 1 3 955
1 40 2 2 22 955
1 41 2 1 16 955
1 43 2 1 20 955
1 45 2 1 14 955
1 46 2 3 17 955
1 47 2 1 7 955
1 48 2 1 5 955
1 50 2 1 13 955
1 53 2 3 5 955
1 54 2 2 1 955
1 60 2 2 5 955
1 62 2 2 22 955
1 63 2 3 1 955
1 65 2 3 17 955
1 66 2 3 20 955
1 67 2 1 19 955
1 68 2 3 19 955
1 69 2 1 8 955
1 70 2 3 10 955
1 73 2 1 22 955
1 75 2 1 7 955
1 76 2 1 10 955
1 77 2 1 14 955
1 78 2 3 2 955
1 80 2 2 24 955
1 82 2 2 20 955
1 83 2 2 17 955
1 84 2 2 17 955
1 88 2 2 20 955
1 89 2 3 18 955
1 90 2 1 7 955
1 91 2 1 20 955
1 92 2 3 22 955
1 95 2 1 21 955
1 99 2 2 7 955
2 0 2 3 2 198
2 1 2 2 10 198
2 3 2 1 20 198
2 4 2 1 10 198
2 5 2 1 16 198
2 7 2 2 23 198
2 8 2 2 2 198
2 16 2 3 11 198
2 17 2 3 4 198
2 18 2 1 12 198
2 20 2 1 3 198
2 22 2 2 17 198
2 23 2 1 8 198
2 25 2 2 20 198
2 26 2 1 13 198
2 29 2 2 12 198
2 31 2 3 22 198
2 32 2 1 10 198
2 35 2 1 6 198
2 36 2 3 19 198
2 37 2 1 3 198
2 38 2 1 17 198
2 41 2 1 7 198
2 42 2 3 24 198
2 43 2 1 3 198
2 44 2 2 23 198
2 45 2 1 2 198
2 47 2 1 8 198
2 48 2 1 20 198
2 54 2 2 11 198
2 56 2 1 16 198
2 57 2 1 4 198
2 59 2 2 5 198
2 63 2 3 5 198
2 64 2 1 4 198
2 65 2 3 22 198
2 66 2 3 9 198
2 67 2 1 6 198
2 70 2 3 7 198
2 72 2 3 13 198
2 74 2 1 20 198
2 75 2 1 21 198
2 76 2 1 6 198
2 79 2 3 2 198
2 80 2 2 24 198
2 82 2 2 8 198
2 85 2 3 6 198
2 86 2 3 8 198
2 89 2 3 9 198
2 90 2 1 23 198
2 91 2 1 22 198
2 92 2 3 9 198
2 94 2 1 22 198
3 0 1 3 15 986
3 1 1 2 15 986
3 2 1 2 20 986
3 4 1 1 15 986
3 6 1 1 3 986
3 8 1 2 25 986
3 10 1 1 13 986
3 12 1 3 2 986
3 17 1 3 16 986
3 19 1 1 22 986
3 22 1 2 2 986
3 24 1 2 8 986
3 26 1 1 7 986
3 29 1 2 19 986
