Node_1 Node_2 Capacity_node1 Capacity_node2 Latency_arc node_cost
nb_nodes 100
nb_arcs 8946
0 1 3 4 14 332
0 2 3 3 8 332
0 3 3 8 3 332
0 5 3 5 2 332
0 6 3 7 19 332
0 7 3 4 8 332
0 8 3 2 3 332
0 9 3 6 22 332
0 10 3 6 17 332
0 11 3 6 4 332
0 12 3 5 20 332
0 13 3 5 11 332
0 14 3 2 2 332
0 15 3 1 18 332
0 16 3 6 23 332
0 17 3 8 25 332
0 18 3 3 9 332
0 19 3 6 5 332
0 20 3 2 17 332
0 22 3 1 19 332
0 23 3 2 16 332
0 24 3 6 20 332
0 25 3 6 12 332
0 27 3 1 3 332
0 28 3 7 24 332
0 29 3 1 15 332
0 30 3 4 14 332
0 31 3 1 1 332
0 32 3 4 15 332
0 34 3 5 1 332
0 35 3 8 13 332
0 36 3 5 13 332
0 37 3 8 20 332
0 38 3 1 3 332
0 41 3 4 15 332
0 42 3 8 10 332
0 43 3 1 2 332
0 44 3 4 12 332
0 45 3 6 12 332
0 46 3 5 24 332
0 47 3 3 19 332
0 48 3 1 22 332
0 49 3 8 21 332
0 50 3 2 9 332
0 52 3 3 13 332
0 53 3 4 17 332
0 54 3 2 22 332
0 55 3 2 10 332
0 56 3 1 23 332
0 57 3 3 1 332
0 58 3 2 18 332
0 59 3 6 12 332
0 60 3 5 18 332
0 61 3 5 19 332
0 63 3 7 24 332
0 64 3 1 18 332
0 65 3 5 25 332
0 66 3 1 3 332
0 67 3 4 15 332
0 68 3 5 6 332
0 69 3 6 2 332
0 70 3 3 18 332
0 71 3 2 25 332
0 72 3 8 5 332
0 73 3 6 13 332
0 74 3 6 14 332
0 75 3 3 15 332
0 76 3 2 1 332
0 77 3 3 20 332
0 78 3 1 7 332
0 79 3 4 25 332
0 80 3 2 7 332
0 81 3 7 4 332
0 82 3 8 3 332
0 83 3 8 7 332
0 84 3 5 8 332
0 85 3 7 23 332
0 86 3 2 2 332
0 88 3 8 20 332
0 89 3 5 6 332
0 91 3 2 18 332
0 93 3 7 9 332
0 94 3 3 8 332
0 95 3 6 24 332
0 96 3 6 21 332
0 97 3 6 2 332
0 98 3 8 25 332
0 99 3 2 2 332
1 0 4 3 14 243
1 2 4 3 8 243
1 3 4 8 3 243
1 5 4 5 24 243
1 6 4 7 12 243
1 7 4 4 12 243
1 8 4 2 23 243
1 10 4 6 23 243
1 11 4 6 8 243
1 12 4 5 7 243
1 13 4 5 10 243
1 15 4 1 22 243
1 16 4 6 12 243
1 17 4 8 25 243
1 18 4 3 19 243
1 19 4 6 21 243
1 20 4 2 15 243
1 21 4 3 23 243
1 22 4 1 21 243
1 23 4 2 13 243
1 24 4 6 9 243
1 25 4 6 15 243
1 26 4 7 12 243
1 27 4 1 8 243
1 28 4 7 24 243
1 29 4 1 7 243
1 30 4 4 21 243
1 31 4 1 21 243
1 32 4 4 14 243
1 33 4 8 20 243
1 34 4 5 1 243
1 36 4 5 3 243
1 37 4 8 17 243
1 38 4 1 24 243
1 39 4 3 2 243
1 40 4 8 12 243
1 41 4 4 10 243
1 42 4 8 1 243
1 43 4 1 9 243
1 44 4 4 4 243
1 45 4 6 6 243
1 46 4 5 13 243
1 47 4 3 8 243
1 48 4 1 19 243
1 49 4 8 23 243
1 50 4 2 12 243
1 51 4 5 18 243
1 52 4 3 4 243
1 53 4 4 18 243
1 54 4 2 1 243
1 55 4 2 21 243
1 56 4 1 1 243
1 57 4 3 6 243
1 58 4 2 12 243
1 59 4 6 3 243
1 60 4 5 10 243
1 61 4 5 10 243
1 62 4 7 1 243
1 63 4 7 21 243
1 65 4 5 25 243
1 66 4 1 14 243
1 68 4 5 4 243
1 69 4 6 8 243
1 70 4 3 13 243
1 71 4 2 14 243
1 72 4 8 16 243
1 74 4 6 12 243
1 75 4 3 12 243
1 76 4 2 24 243
1 77 4 3 3 243
1 79 4 4 1 243
1 80 4 2 20 243
1 81 4 7 15 243
1 82 4 8 14 243
1 83 4 8 17 243
1 84 4 5 15 243
1 85 4 7 24 243
1 86 4 2 25 243
1 87 4 8 19 243
1 88 4 8 7 243
1 89 4 5 18 243
1 90 4 5 3 243
1 91 4 2 11 243
1 92 4 7 5 243
1 93 4 7 10 243
1 94 4 3 10 243
1 95 4 6 19 243
1 96 4 6 10 243
1 97 4 6 9 243
1 98 4 8 15 243
1 99 4 2 20 243
2 0 3 3 8 371
2 1 3 4 8 371
2 3 3 8 22 371
2 4 3 7 17 371
2 5 3 5 1 371
2 6 3 7 14 371
2 7 3 4 19 371
2 8 3 2 3 371
2 9 3 6 8 371
2 10 3 6 13 371
2 11 3 6 14 371
