Node_1 Node_2 Capacity_node1 Capacity_node2 Latency_arc node_cost
nb_nodes 25
nb_arcs 328
0 1 9 6 12 282
0 3 9 5 16 282
0 4 9 2 24 282
0 5 9 5 23 282
0 6 9 2 5 282
0 7 9 7 16 282
0 8 9 3 18 282
0 11 9 8 4 282
0 14 9 5 16 282
0 15 9 3 17 282
0 16 9 2 12 282
0 17 9 7 22 282
0 18 9 10 4 282
0 19 9 2 15 282
0 20 9 2 19 282
1 0 6 9 12 536
1 2 6 5 25 536
1 3 6 5 18 536
1 4 6 2 3 536
1 6 6 2 2 536
1 8 6 3 5 536
1 10 6 6 18 536
1 18 6 10 25 536
1 19 6 2 19 536
1 20 6 2 19 536
1 21 6 3 7 536
1 22 6 5 1 536
1 23 6 2 16 536
2 1 5 6 25 997
2 3 5 5 5 997
2 4 5 2 16 997
2 5 5 5 12 997
2 6 5 2 18 997
2 8 5 3 5 997
2 9 5 4 14 997
2 10 5 6 24 997
2 11 5 8 18 997
2 15 5 3 6 997
2 17 5 7 18 997
2 18 5 10 17 997
2 20 5 2 3 997
2 21 5 3 3 997
2 22 5 5 12 997
2 23 5 2 4 997
2 24 5 1 22 997
3 0 5 9 16 119
3 1 5 6 18 119
3 2 5 5 5 119
3 4 5 2 18 119
3 5 5 5 3 119
3 7 5 7 11 119
3 9 5 4 19 119
3 10 5 6 15 119
3 17 5 7 10 119
3 19 5 2 3 119
3 21 5 3 14 119
4 0 2 9 24 174
4 1 2 6 3 174
4 2 2 5 16 174
4 3 2 5 18 174
4 5 2 5 25 174
4 7 2 7 20 174
4 9 2 4 22 174
4 10 2 6 21 174
4 13 2 7 2 174
4 17 2 7 21 174
4 18 2 10 24 174
4 19 2 2 19 174
4 20 2 2 13 174
4 21 2 3 12 174
4 22 2 5 11 174
4 24 2 1 25 174
5 0 5 9 23 760
5 2 5 5 12 760
5 3 5 5 3 760
5 4 5 2 25 760
5 6 5 2 14 760
5 8 5 3 11 760
5 10 5 6 10 760
5 11 5 8 24 760
5 13 5 7 3 760
5 15 5 3 4 760
5 18 5 10 6 760
5 19 5 2 10 760
5 20 5 2 8 760
5 21 5 3 7 760
5 22 5 5 16 760
6 0 2 9 5 401
