Node_1 Node_2 Capacity_node1 Capacity_node2 Latency_arc node_cost
nb_nodes 100
nb_arcs 8772
0 2 3 3 21 977
0 3 3 6 16 977
0 4 3 6 15 977
0 5 3 6 7 977
0 6 3 6 23 977
0 7 3 1 2 977
0 8 3 2 9 977
0 9 3 2 9 977
0 10 3 3 1 977
0 11 3 3 8 977
0 12 3 1 25 977
0 13 3 6 12 977
0 14 3 4 20 977
0 15 3 3 17 977
0 16 3 6 12 977
0 17 3 1 11 977
0 19 3 3 15 977
0 20 3 2 23 977
0 21 3 5 7 977
0 22 3 3 3 977
0 23 3 3 10 977
0 24 3 1 17 977
0 25 3 1 19 977
0 28 3 3 6 977
0 29 3 6 6 977
0 30 3 2 1 977
0 31 3 3 15 977
0 32 3 3 6 977
0 33 3 5 15 977
0 34 3 1 17 977
0 35 3 3 17 977
0 36 3 4 23 977
0 38 3 6 13 977
0 39 3 6 4 977
0 40 3 3 1 977
0 41 3 4 11 977
0 42 3 1 16 977
0 43 3 3 15 977
0 44 3 6 1 977
0 45 3 4 2 977
0 46 3 3 8 977
0 47 3 1 14 977
0 48 3 2 22 977
0 49 3 5 5 977
0 50 3 5 19 977
0 51 3 2 25 977
0 52 3 3 12 977
0 53 3 4 16 977
0 54 3 6 3 977
0 55 3 6 17 977
0 56 3 1 5 977
0 57 3 4 25 977
0 58 3 4 4 977
0 59 3 6 14 977
0 60 3 2 14 977
0 61 3 1 18 977
0 62 3 1 24 977
0 63 3 6 2 977
0 64 3 6 11 977
0 65 3 2 20 977
0 66 3 2 5 977
0 67 3 5 10 977
0 68 3 4 7 977
0 69 3 5 3 977
0 70 3 3 24 977
0 71 3 2 5 977
0 72 3 4 21 977
0 73 3 1 19 977
0 74 3 3 15 977
0 75 3 1 25 977
0 77 3 5 24 977
0 78 3 3 25 977
0 79 3 2 16 977
0 80 3 1 12 977
0 81 3 3 1 977
0 82 3 1 20 977
0 83 3 5 23 977
0 84 3 4 8 977
0 85 3 1 1 977
0 87 3 1 24 977
0 88 3 3 15 977
0 89 3 3 15 977
0 90 3 1 5 977
0 91 3 3 7 977
0 92 3 3 2 977
0 93 3 2 10 977
0 94 3 2 17 977
0 95 3 1 12 977
0 96 3 5 18 977
0 97 3 2 1 977
0 98 3 4 17 977
0 99 3 4 6 977
1 3 5 6 22 306
1 4 5 6 15 306
1 5 5 6 5 306
1 6 5 6 13 306
1 7 5 1 3 306
1 8 5 2 5 306
1 9 5 2 12 306
1 10 5 3 12 306
1 11 5 3 14 306
1 13 5 6 17 306
1 14 5 4 18 306
1 15 5 3 8 306
1 16 5 6 14 306
1 17 5 1 14 306
1 18 5 6 1 306
1 19 5 3 10 306
1 20 5 2 16 306
1 21 5 5 9 306
1 23 5 3 11 306
1 24 5 1 21 306
1 26 5 5 18 306
1 27 5 3 18 306
1 28 5 3 3 306
1 29 5 6 4 306
1 30 5 2 22 306
1 31 5 3 13 306
1 32 5 3 12 306
1 33 5 5 14 306
1 35 5 3 16 306
1 36 5 4 25 306
1 37 5 5 23 306
1 38 5 6 3 306
1 39 5 6 20 306
1 40 5 3 15 306
1 41 5 4 1 306
1 43 5 3 1 306
1 44 5 6 2 306
1 46 5 3 7 306
1 47 5 1 18 306
1 48 5 2 20 306
1 49 5 5 11 306
1 50 5 5 21 306
1 51 5 2 11 306
1 52 5 3 25 306
1 53 5 4 4 306
1 54 5 6 17 306
1 55 5 6 24 306
1 56 5 1 23 306
1 57 5 4 1 306
1 58 5 4 2 306
1 59 5 6 2 306
1 60 5 2 17 306
1 61 5 1 21 306
1 62 5 1 24 306
1 63 5 6 5 306
1 65 5 2 8 306
1 66 5 2 5 306
1 67 5 5 19 306
1 70 5 3 2 306
1 71 5 2 23 306
1 72 5 4 13 306
1 73 5 1 20 306
1 74 5 3 23 306
1 76 5 1 16 306
1 77 5 5 22 306
1 78 5 3 25 306
1 79 5 2 7 306
1 80 5 1 14 306
1 81 5 3 21 306
1 82 5 1 16 306
1 83 5 5 10 306
1 84 5 4 10 306
1 85 5 1 6 306
1 86 5 4 9 306
1 87 5 1 9 306
1 88 5 3 7 306
1 89 5 3 25 306
1 90 5 1 8 306
1 91 5 3 19 306
1 92 5 3 7 306
1 93 5 2 23 306
1 94 5 2 7 306
1 95 5 1 11 306
1 96 5 5 16 306
1 98 5 4 21 306
1 99 5 4 10 306
2 0 3 3 21 87
2 3 3 6 8 87
2 4 3 6 9 87
2 5 3 6 3 87
2 6 3 6 13 87
2 7 3 1 16 87
2 8 3 2 19 87
2 9 3 2 4 87
2 10 3 3 19 87
2 11 3 3 9 87
2 12 3 1 2 87
2 13 3 6 11 87
2 14 3 4 12 87
2 15 3 3 8 87
2 16 3 6 16 87
2 17 3 1 3 87
2 19 3 3 19 87
2 20 3 2 9 87
2 21 3 5 19 87
2 22 3 3 9 87
2 23 3 3 2 87
2 24 3 1 20 87
2 25 3 1 8 87
2 26 3 5 10 87
2 27 3 3 10 87
2 28 3 3 9 87
2 29 3 6 21 87
2 30 3 2 25 87
2 31 3 3 25 87
2 32 3 3 14 87
2 33 3 5 24 87
2 34 3 1 14 87
2 35 3 3 17 87
2 36 3 4 8 87
2 37 3 5 10 87
2 39 3 6 7 87
2 40 3 3 21 87
2 41 3 4 20 87
2 42 3 1 11 87
2 43 3 3 16 87
2 44 3 6 15 87
2 45 3 4 18 87
2 46 3 3 18 87
2 47 3 1 19 87
2 48 3 2 3 87
2 49 3 5 11 87
2 50 3 5 20 87
2 51 3 2 10 87
2 52 3 3 18 87
2 53 3 4 2 87
2 54 3 6 17 87
2 55 3 6 14 87
2 56 3 1 24 87
2 57 3 4 19 87
2 58 3 4 3 87
2 59 3 6 22 87
2 60 3 2 13 87
2 61 3 1 11 87
2 62 3 1 21 87
2 63 3 6 1 87
2 64 3 6 22 87
2 65 3 2 20 87
2 67 3 5 22 87
2 68 3 4 19 87
2 69 3 5 8 87
2 70 3 3 19 87
2 71 3 2 15 87
2 72 3 4 15 87
2 73 3 1 10 87
2 74 3 3 7 87
2 75 3 1 14 87
2 76 3 1 4 87
2 77 3 5 3 87
2 78 3 3 4 87
2 81 3 3 9 87
2 82 3 1 14 87
2 83 3 5 7 87
2 84 3 4 8 87
2 85 3 1 7 87
2 86 3 4 14 87
2 87 3 1 3 87
2 88 3 3 12 87
2 89 3 3 3 87
2 90 3 1 1 87
2 91 3 3 3 87
2 92 3 3 19 87
2 93 3 2 16 87
2 94 3 2 24 87
2 95 3 1 25 87
2 96 3 5 15 87
2 97 3 2 16 87
2 99 3 4 1 87
3 0 6 3 16 802
3 1 6 5 22 802
3 2 6 3 8 802
3 4 6 6 16 802
3 6 6 6 24 802
3 7 6 1 22 802
3 8 6 2 19 802
3 9 6 2 12 802
3 10 6 3 10 802
3 11 6 3 3 802
3 12 6 1 13 802
3 13 6 6 21 802
3 14 6 4 3 802
3 15 6 3 17 802
3 16 6 6 21 802
3 17 6 1 21 802
3 18 6 6 15 802
3 19 6 3 9 802
3 20 6 2 2 802
3 21 6 5 4 802
3 22 6 3 23 802
3 23 6 3 15 802
3 24 6 1 19 802
3 25 6 1 17 802
3 26 6 5 6 802
3 27 6 3 10 802
3 28 6 3 11 802
3 29 6 6 10 802
3 30 6 2 3 802
3 31 6 3 24 802
3 32 6 3 11 802
3 33 6 5 11 802
3 35 6 3 21 802
3 36 6 4 23 802
3 37 6 5 21 802
3 38 6 6 7 802
3 39 6 6 18 802
3 40 6 3 25 802
3 41 6 4 8 802
3 42 6 1 13 802
3 43 6 3 8 802
3 44 6 6 25 802
3 45 6 4 18 802
3 46 6 3 9 802
3 47 6 1 25 802
3 48 6 2 22 802
3 49 6 5 9 802
3 51 6 2 7 802
3 52 6 3 20 802
3 53 6 4 3 802
3 54 6 6 23 802
3 55 6 6 8 802
3 57 6 4 13 802
3 59 6 6 7 802
3 60 6 2 22 802
3 61 6 1 3 802
3 62 6 1 19 802
3 63 6 6 2 802
3 64 6 6 24 802
3 65 6 2 12 802
3 66 6 2 16 802
3 67 6 5 15 802
3 69 6 5 11 802
3 70 6 3 23 802
3 72 6 4 1 802
3 73 6 1 17 802
3 74 6 3 11 802
3 75 6 1 10 802
3 76 6 1 10 802
3 77 6 5 20 802
3 78 6 3 16 802
3 79 6 2 12 802
3 80 6 1 15 802
3 82 6 1 9 802
3 84 6 4 17 802
3 85 6 1 14 802
3 86 6 4 14 802
3 87 6 1 13 802
3 89 6 3 9 802
3 90 6 1 4 802
3 91 6 3 21 802
3 92 6 3 13 802
3 94 6 2 20 802
3 95 6 1 16 802
3 96 6 5 5 802
3 97 6 2 4 802
3 98 6 4 17 802
3 99 6 4 18 802
4 0 6 3 15 514
4 1 6 5 15 514
4 2 6 3 9 514
4 3 6 6 16 514
4 5 6 6 7 514
4 7 6 1 13 514
4 8 6 2 4 514
4 9 6 2 17 514
4 10 6 3 20 514
4 11 6 3 9 514
4 12 6 1 16 514
4 13 6 6 25 514
4 14 6 4 15 514
4 15 6 3 2 514
4 17 6 1 12 514
4 18 6 6 2 514
4 19 6 3 15 514
4 20 6 2 25 514
4 21 6 5 25 514
4 22 6 3 19 514
4 23 6 3 22 514
4 24 6 1 12 514
4 25 6 1 3 514
4 26 6 5 14 514
4 27 6 3 16 514
4 28 6 3 1 514
4 29 6 6 19 514
4 31 6 3 9 514
4 32 6 3 21 514
4 34 6 1 18 514
4 35 6 3 17 514
4 36 6 4 24 514
4 37 6 5 12 514
4 38 6 6 16 514
4 39 6 6 12 514
4 40 6 3 24 514
4 41 6 4 3 514
4 43 6 3 2 514
4 44 6 6 23 514
4 45 6 4 15 514
4 49 6 5 19 514
4 50 6 5 9 514
4 51 6 2 16 514
4 52 6 3 12 514
4 53 6 4 4 514
4 54 6 6 17 514
4 56 6 1 22 514
4 57 6 4 20 514
4 58 6 4 6 514
4 59 6 6 9 514
4 60 6 2 20 514
4 61 6 1 8 514
4 62 6 1 6 514
4 63 6 6 12 514
4 64 6 6 5 514
4 65 6 2 25 514
4 66 6 2 16 514
4 67 6 5 23 514
4 68 6 4 19 514
4 69 6 5 7 514
4 70 6 3 10 514
4 71 6 2 23 514
4 72 6 4 9 514
4 73 6 1 14 514
4 74 6 3 19 514
4 75 6 1 24 514
4 76 6 1 11 514
4 77 6 5 22 514
4 78 6 3 5 514
4 79 6 2 8 514
4 80 6 1 6 514
4 81 6 3 15 514
4 83 6 5 7 514
4 84 6 4 12 514
4 85 6 1 16 514
4 86 6 4 25 514
4 88 6 3 21 514
4 89 6 3 18 514
4 90 6 1 5 514
4 92 6 3 22 514
4 93 6 2 12 514
4 94 6 2 20 514
4 95 6 1 22 514
4 96 6 5 8 514
4 97 6 2 8 514
