Node_1 Node_2 Capacity_node1 Capacity_node2 Latency_arc node_cost
nb_nodes 100
nb_arcs 8954
0 1 3 2 3 117
0 2 3 4 6 117
0 3 3 1 8 117
0 4 3 3 1 117
0 5 3 1 1 117
0 7 3 3 8 117
0 10 3 6 2 117
0 11 3 2 6 117
0 12 3 2 1 117
0 13 3 5 13 117
0 14 3 7 19 117
0 15 3 7 10 117
0 17 3 3 25 117
0 18 3 5 22 117
0 19 3 7 4 117
0 20 3 3 17 117
0 22 3 2 15 117
0 23 3 4 8 117
0 24 3 2 3 117
0 25 3 5 21 117
0 26 3 4 20 117
0 28 3 1 22 117
0 29 3 4 5 117
0 30 3 5 7 117
0 31 3 7 9 117
0 32 3 7 13 117
0 33 3 1 7 117
0 34 3 5 2 117
0 35 3 3 25 117
0 36 3 5 18 117
0 37 3 2 1 117
0 38 3 4 13 117
0 39 3 7 25 117
0 40 3 6 7 117
0 41 3 7 12 117
0 42 3 1 25 117
0 43 3 6 15 117
0 44 3 3 25 117
0 45 3 1 18 117
0 46 3 4 14 117
0 47 3 3 3 117
0 48 3 1 14 117
0 49 3 7 7 117
0 50 3 6 5 117
0 51 3 2 14 117
0 52 3 1 5 117
0 53 3 2 16 117
0 55 3 6 24 117
0 56 3 6 10 117
0 57 3 3 21 117
0 58 3 3 11 117
0 59 3 3 16 117
0 60 3 2 13 117
0 61 3 4 25 117
0 62 3 4 13 117
0 63 3 3 11 117
0 64 3 7 3 117
0 66 3 3 22 117
0 67 3 5 23 117
0 68 3 7 12 117
0 69 3 3 21 117
0 70 3 5 25 117
0 71 3 7 19 117
0 72 3 4 8 117
0 73 3 3 18 117
0 74 3 4 3 117
0 75 3 2 20 117
0 76 3 1 15 117
0 77 3 5 18 117
0 78 3 1 21 117
0 79 3 6 22 117
0 80 3 2 23 117
0 81 3 6 19 117
0 82 3 1 5 117
0 83 3 5 3 117
0 84 3 6 14 117
0 85 3 2 24 117
0 86 3 7 22 117
0 87 3 1 19 117
0 88 3 5 18 117
0 89 3 1 17 117
0 90 3 6 21 117
0 91 3 2 7 117
0 93 3 4 18 117
0 95 3 5 9 117
0 96 3 6 11 117
0 97 3 4 9 117
0 98 3 4 12 117
0 99 3 7 2 117
1 0 2 3 3 483
1 2 2 4 8 483
1 3 2 1 9 483
1 4 2 3 19 483
1 6 2 3 16 483
1 8 2 7 1 483
1 9 2 1 7 483
1 10 2 6 9 483
1 11 2 2 9 483
1 12 2 2 16 483
1 13 2 5 17 483
1 14 2 7 20 483
1 15 2 7 21 483
