Node_1 Node_2 Capacity_node1 Capacity_node2 Latency_arc node_cost
nb_nodes 25
nb_arcs 302
0 4 4 3 24 839
0 6 4 3 22 839
0 9 4 1 17 839
0 13 4 2 2 839
0 14 4 2 14 839
0 16 4 1 11 839
0 17 4 1 11 839
0 18 4 5 19 839
0 19 4 1 13 839
0 22 4 1 13 839
0 23 4 4 17 839
1 2 5 4 5 504
1 3 5 1 7 504
1 5 5 2 12 504
1 7 5 3 12 504
1 9 5 1 19 504
1 10 5 3 13 504
1 11 5 3 13 504
1 15 5 2 18 504
1 16 5 1 15 504
1 17 5 1 16 504
1 21 5 4 13 504
1 22 5 1 13 504
1 23 5 4 1 504
1 24 5 4 19 504
2 1 4 5 5 782
2 3 4 1 4 782
2 6 4 3 4 782
2 8 4 3 7 782
2 10 4 3 10 782
2 11 4 3 6 782
2 12 4 1 1 782
2 15 4 2 2 782
2 18 4 5 23 782
2 19 4 1 2 782
2 22 4 1 2 782
2 23 4 4 8 782
2 24 4 4 21 782
3 1 1 5 7 529
3 2 1 4 4 529
3 4 1 3 4 529
3 6 1 3 2 529
3 7 1 3 16 529
3 8 1 3 2 529
3 12 1 1 16 529
3 15 1 2 3 529
3 16 1 1 6 529
3 21 1 4 22 529
3 22 1 1 12 529
3 23 1 4 23 529
3 24 1 4 25 529
4 0 3 4 24 455
4 3 3 1 4 455
4 5 3 2 15 455
4 8 3 3 6 455
4 10 3 3 23 455
4 12 3 1 2 455
4 15 3 2 19 455
4 16 3 1 17 455
4 17 3 1 19 455
4 20 3 4 4 455
4 21 3 4 1 455
5 1 2 5 12 556
5 4 2 3 15 556
5 6 2 3 6 556
5 10 2 3 15 556
5 11 2 3 7 556
5 15 2 2 24 556
5 16 2 1 5 556
5 17 2 1 15 556
5 18 2 5 5 556
5 19 2 1 19 556
5 20 2 4 21 556
5 23 2 4 21 556
6 0 3 4 22 458
6 2 3 4 4 458
6 3 3 1 2 458
6 5 3 2 6 458
6 7 3 3 7 458
6 8 3 3 6 458
6 11 3 3 4 458
6 16 3 1 25 458
6 18 3 5 2 458
6 19 3 1 4 458
6 20 3 4 9 458
6 23 3 4 10 458
6 24 3 4 6 458
7 1 3 5 12 415
7 3 3 1 16 415
7 6 3 3 7 415
7 8 3 3 1 415
7 10 3 3 6 415
7 20 3 4 1 415
7 23 3 4 13 415
8 2 3 4 7 327
8 3 3 1 2 327
8 4 3 3 6 327
8 6 3 3 6 327
8 7 3 3 1 327
8 13 3 2 13 327
8 15 3 2 23 327
8 16 3 1 4 327
8 19 3 1 2 327
8 20 3 4 8 327
8 21 3 4 15 327
8 22 3 1 15 327
9 0 1 4 17 995
9 1 1 5 19 995
9 10 1 3 11 995
9 11 1 3 24 995
9 13 1 2 4 995
9 14 1 2 8 995
9 15 1 2 2 995
9 17 1 1 3 995
9 18 1 5 13 995
9 20 1 4 7 995
9 22 1 1 20 995
9 23 1 4 16 995
10 1 3 5 13 514
10 2 3 4 10 514
10 4 3 3 23 514
10 5 3 2 15 514
10 7 3 3 6 514
10 9 3 1 11 514
10 11 3 3 21 514
10 14 3 2 16 514
10 15 3 2 18 514
10 18 3 5 4 514
10 21 3 4 8 514
10 23 3 4 25 514
11 1 3 5 13 494
11 2 3 4 6 494
11 5 3 2 7 494
11 6 3 3 4 494
11 9 3 1 24 494
11 10 3 3 21 494
11 13 3 2 18 494
11 14 3 2 5 494
11 15 3 2 6 494
11 16 3 1 8 494
11 17 3 1 4 494
11 20 3 4 23 494
11 22 3 1 14 494
