Node_1 Node_2 Capacity_node1 Capacity_node2 Latency_arc node_cost
nb_nodes 50
nb_arcs 1192
0 1 4 6 23 257
0 2 4 7 22 257
0 3 4 6 22 257
0 4 4 3 21 257
0 5 4 8 18 257
0 6 4 2 6 257
0 8 4 6 13 257
0 9 4 1 12 257
0 11 4 8 17 257
0 13 4 9 8 257
0 14 4 7 12 257
0 15 4 8 9 257
0 17 4 1 2 257
0 18 4 7 1 257
0 19 4 1 15 257
0 20 4 1 16 257
0 22 4 3 6 257
0 23 4 5 7 257
0 24 4 5 4 257
0 27 4 8 25 257
0 31 4 9 22 257
0 32 4 8 19 257
0 35 4 4 4 257
0 36 4 8 10 257
0 39 4 1 16 257
0 40 4 3 15 257
0 44 4 2 6 257
0 45 4 6 24 257
0 46 4 9 23 257
0 47 4 9 20 257
1 0 6 4 23 835
1 2 6 7 19 835
1 4 6 3 1 835
1 7 6 5 16 835
1 10 6 2 22 835
1 12 6 7 15 835
1 13 6 9 23 835
1 15 6 8 24 835
1 17 6 1 7 835
1 18 6 7 8 835
1 19 6 1 12 835
1 21 6 8 15 835
1 24 6 5 11 835
1 32 6 8 22 835
1 33 6 6 23 835
1 39 6 1 12 835
1 40 6 3 2 835
1 41 6 5 9 835
1 42 6 4 19 835
1 44 6 2 11 835
1 45 6 6 3 835
1 47 6 9 23 835
1 49 6 9 14 835
2 0 7 4 22 108
2 1 7 6 19 108
2 3 7 6 3 108
2 5 7 8 23 108
2 7 7 5 4 108
2 10 7 2 24 108
2 13 7 9 13 108
2 14 7 7 16 108
2 15 7 8 9 108
2 18 7 7 2 108
2 19 7 1 7 108
2 21 7 8 14 108
2 22 7 3 24 108
2 25 7 8 5 108
2 28 7 3 13 108
2 31 7 9 6 108
2 32 7 8 17 108
2 35 7 4 19 108
2 39 7 1 6 108
2 40 7 3 21 108
2 42 7 4 22 108
2 44 7 2 6 108
2 46 7 9 12 108
2 47 7 9 25 108
2 49 7 9 9 108
3 0 6 4 22 339
3 2 6 7 3 339
3 5 6 8 17 339
3 6 6 2 11 339
3 7 6 5 23 339
