Node_1 Node_2 Capacity_node1 Capacity_node2 Latency_arc node_cost
nb_nodes 25
nb_arcs 280
0 5 8 4 16 329
0 7 8 4 25 329
0 8 8 4 21 329
0 9 8 4 2 329
0 11 8 6 24 329
0 14 8 3 10 329
0 15 8 8 12 329
0 16 8 5 25 329
0 17 8 3 15 329
0 19 8 5 23 329
0 23 8 2 4 329
0 24 8 2 5 329
1 2 8 4 6 662
1 4 8 3 6 662
1 12 8 3 21 662
1 14 8 3 9 662
1 19 8 5 3 662
1 20 8 1 23 662
1 21 8 7 21 662
1 23 8 2 2 662
1 24 8 2 20 662
2 1 4 8 6 578
2 3 4 7 15 578
2 4 4 3 23 578
2 5 4 4 16 578
2 6 4 8 19 578
2 7 4 4 11 578
2 8 4 4 3 578
2 9 4 4 12 578
2 12 4 3 10 578
2 15 4 8 16 578
2 16 4 5 15 578
2 17 4 3 6 578
2 19 4 5 6 578
2 23 4 2 9 578
3 2 7 4 15 343
3 4 7 3 11 343
3 5 7 4 9 343
3 7 7 4 18 343
3 9 7 4 22 343
3 10 7 2 25 343
3 11 7 6 24 343
3 14 7 3 24 343
3 17 7 3 9 343
3 19 7 5 25 343
3 20 7 1 1 343
3 21 7 7 5 343
3 23 7 2 20 343
3 24 7 2 5 343
4 1 3 8 6 723
4 2 3 4 23 723
4 3 3 7 11 723
4 7 3 4 6 723
4 8 3 4 21 723
4 10 3 2 8 723
4 14 3 3 19 723
4 16 3 5 1 723
4 17 3 3 14 723
4 18 3 7 8 723
4 19 3 5 9 723
4 21 3 7 10 723
5 0 4 8 16 394
5 2 4 4 16 394
5 3 4 7 9 394
5 7 4 4 21 394
5 8 4 4 13 394
5 9 4 4 5 394
5 10 4 2 16 394
5 11 4 6 4 394
5 16 4 5 8 394
5 23 4 2 14 394
5 24 4 2 22 394
6 2 8 4 19 997
6 7 8 4 19 997
6 9 8 4 14 997
6 10 8 2 17 997
6 14 8 3 16 997
6 16 8 5 18 997
6 19 8 5 13 997
6 21 8 7 9 997
6 22 8 6 22 997
6 23 8 2 13 997
7 0 4 8 25 101
7 2 4 4 11 101
7 3 4 7 18 101
7 4 4 3 6 101
7 5 4 4 21 101
7 6 4 8 19 101
7 8 4 4 3 101
7 10 4 2 16 101
7 11 4 6 12 101
7 16 4 5 14 101
7 18 4 7 16 101
7 19 4 5 25 101
7 20 4 1 10 101
7 22 4 6 3 101
7 23 4 2 13 101
8 0 4 8 21 242
8 2 4 4 3 242
8 4 4 3 21 242
8 5 4 4 13 242
8 7 4 4 3 242
8 9 4 4 22 242
8 11 4 6 23 242
8 13 4 6 14 242
8 15 4 8 18 242
8 18 4 7 23 242
8 20 4 1 9 242
8 21 4 7 7 242
8 23 4 2 14 242
9 0 4 8 2 120
9 2 4 4 12 120
9 3 4 7 22 120
9 5 4 4 5 120
9 6 4 8 14 120
9 8 4 4 22 120
9 10 4 2 24 120
9 12 4 3 12 120
9 13 4 6 8 120
9 14 4 3 20 120
9 15 4 8 17 120
9 16 4 5 24 120
9 21 4 7 20 120
9 24 4 2 3 120
10 3 2 7 25 437
10 4 2 3 8 437
10 5 2 4 16 437
