Node_1 Node_2 Capacity_node1 Capacity_node2 Latency_arc node_cost
nb_nodes 100
nb_arcs 4974
0 1 4 6 5 234
0 2 4 4 7 234
0 4 4 2 14 234
0 5 4 4 5 234
0 7 4 7 6 234
0 8 4 7 11 234
0 11 4 7 21 234
0 13 4 4 17 234
0 14 4 7 19 234
0 18 4 2 3 234
0 21 4 2 19 234
0 22 4 4 20 234
0 23 4 3 23 234
0 25 4 7 11 234
0 26 4 3 22 234
0 28 4 5 11 234
0 29 4 3 18 234
0 30 4 1 24 234
0 32 4 3 4 234
0 35 4 5 6 234
0 36 4 3 4 234
0 37 4 4 12 234
0 40 4 1 18 234
0 41 4 7 3 234
0 43 4 4 5 234
0 45 4 7 18 234
0 46 4 6 8 234
0 47 4 1 4 234
0 51 4 5 6 234
0 56 4 7 10 234
0 61 4 5 22 234
0 62 4 6 10 234
0 67 4 2 14 234
0 68 4 3 1 234
0 69 4 4 18 234
0 70 4 5 22 234
0 76 4 2 12 234
0 79 4 3 11 234
0 81 4 2 4 234
0 82 4 6 24 234
0 83 4 6 23 234
0 85 4 2 3 234
0 86 4 2 15 234
0 88 4 7 16 234
0 93 4 4 7 234
0 97 4 3 25 234
0 98 4 3 6 234
1 0 6 4 5 454
1 3 6 6 25 454
1 4 6 2 13 454
1 5 6 4 3 454
1 6 6 4 1 454
1 7 6 7 25 454
1 9 6 3 1 454
1 13 6 4 19 454
1 14 6 7 7 454
1 15 6 1 19 454
1 16 6 2 20 454
1 17 6 2 3 454
1 19 6 1 15 454
1 21 6 2 3 454
1 22 6 4 17 454
1 24 6 5 12 454
1 28 6 5 7 454
1 30 6 1 12 454
1 31 6 6 10 454
1 35 6 5 20 454
1 36 6 3 9 454
1 37 6 4 14 454
1 40 6 1 21 454
1 42 6 4 18 454
1 46 6 6 16 454
1 47 6 1 23 454
1 49 6 3 10 454
1 50 6 5 21 454
1 51 6 5 9 454
1 52 6 4 2 454
1 58 6 4 5 454
1 62 6 6 22 454
1 64 6 1 7 454
1 65 6 4 17 454
1 67 6 2 23 454
1 70 6 5 6 454
1 71 6 5 23 454
1 75 6 1 25 454
1 76 6 2 4 454
1 77 6 7 11 454
1 79 6 3 18 454
1 80 6 3 22 454
1 82 6 6 5 454
1 83 6 6 7 454
1 85 6 2 2 454
1 87 6 5 23 454
1 90 6 4 3 454
1 93 6 4 21 454
1 94 6 4 7 454
1 99 6 7 14 454
2 0 4 4 7 967
2 3 4 6 11 967
2 4 4 2 25 967
2 5 4 4 14 967
2 6 4 4 14 967
2 9 4 3 5 967
2 12 4 1 16 967
2 13 4 4 8 967
2 16 4 2 2 967
2 20 4 3 16 967
2 21 4 2 4 967
2 22 4 4 6 967
2 23 4 3 20 967
2 25 4 7 16 967
2 27 4 1 25 967
2 28 4 5 16 967
2 29 4 3 25 967
2 32 4 3 19 967
2 33 4 3 3 967
2 36 4 3 11 967
2 37 4 4 4 967
2 38 4 7 16 967
2 40 4 1 24 967
2 42 4 4 22 967
2 44 4 3 14 967
2 45 4 7 6 967
2 48 4 7 7 967
2 51 4 5 16 967
2 52 4 4 3 967
2 53 4 5 25 967
2 55 4 3 6 967
2 57 4 1 6 967
2 61 4 5 5 967
2 63 4 2 8 967
2 64 4 1 18 967
2 65 4 4 23 967
2 68 4 3 20 967
2 72 4 3 6 967
2 73 4 2 20 967
2 74 4 2 7 967
2 76 4 2 6 967
2 77 4 7 23 967
2 78 4 7 14 967
2 79 4 3 15 967
2 82 4 6 19 967
2 84 4 3 6 967
2 88 4 7 8 967
2 89 4 2 6 967
2 91 4 6 19 967
2 93 4 4 25 967
2 94 4 4 22 967
2 95 4 2 21 967
2 96 4 3 16 967
2 97 4 3 21 967
3 1 6 6 25 159
3 2 6 4 11 159
