Node_1 Node_2 Capacity_node1 Capacity_node2 Latency_arc node_cost
nb_nodes 50
nb_arcs 1170
0 6 4 3 6 862
0 8 4 6 20 862
0 9 4 4 4 862
0 10 4 4 8 862
0 13 4 2 22 862
0 14 4 4 6 862
0 18 4 1 9 862
0 20 4 5 21 862
0 24 4 6 3 862
0 27 4 2 9 862
0 28 4 1 6 862
0 29 4 6 10 862
0 30 4 1 6 862
0 32 4 6 2 862
0 36 4 2 9 862
0 37 4 6 16 862
0 38 4 5 2 862
0 39 4 3 10 862
0 41 4 4 14 862
0 43 4 5 15 862
0 44 4 1 7 862
0 45 4 3 12 862
0 46 4 2 4 862
0 47 4 3 25 862
1 2 3 2 13 568
1 38 3 5 6 568
1 6 3 3 1 568
1 39 3 3 4 568
1 8 3 6 18 568
1 9 3 4 23 568
1 44 3 1 15 568
1 45 3 3 15 568
1 15 3 1 9 568
1 40 3 5 4 568
1 18 3 1 10 568
1 47 3 3 10 568
1 28 3 1 25 568
1 30 3 1 11 568
1 31 3 6 20 568
2 1 2 3 13 784
2 6 2 3 15 784
2 9 2 4 1 784
2 10 2 4 18 784
2 11 2 2 13 784
2 12 2 3 11 784
2 15 2 1 19 784
2 16 2 3 3 784
2 17 2 3 19 784
2 18 2 1 11 784
2 20 2 5 9 784
2 21 2 2 6 784
2 23 2 1 4 784
2 24 2 6 21 784
2 26 2 4 21 784
2 31 2 6 19 784
2 32 2 6 11 784
2 34 2 6 6 784
2 35 2 4 20 784
2 36 2 2 22 784
2 38 2 5 6 784
2 39 2 3 25 784
2 41 2 4 7 784
2 45 2 3 18 784
2 48 2 1 9 784
3 34 2 6 5 297
3 4 2 5 5 297
3 5 2 4 19 297
3 6 2 3 5 297
3 40 2 5 23 297
3 43 2 5 8 297
3 13 2 2 21 297
3 47 2 3 18 297
3 48 2 1 12 297
3 49 2 1 19 297
3 18 2 1 25 297
3 20 2 5 23 297
3 22 2 4 12 297
3 23 2 1 4 297
3 36 2 2 12 297
3 26 2 4 23 297
3 27 2 2 19 297
3 30 2 1 22 297
4 3 5 2 5 107
4 5 5 4 25 107
4 7 5 6 25 107
4 9 5 4 1 107
4 11 5 2 20 107
4 12 5 3 12 107
4 14 5 4 8 107
4 15 5 1 4 107
4 16 5 3 15 107
4 17 5 3 15 107
4 20 5 5 23 107
4 23 5 1 2 107
4 24 5 6 5 107
4 26 5 4 12 107
4 28 5 1 23 107
4 30 5 1 2 107
4 33 5 6 18 107
4 37 5 6 17 107
4 38 5 5 17 107
4 39 5 3 20 107
4 41 5 4 5 107
4 44 5 1 13 107
4 45 5 3 7 107
4 46 5 2 13 107
4 48 5 1 2 107
5 3 4 2 19 116
5 4 4 5 25 116
5 8 4 6 9 116
5 9 4 4 9 116
5 12 4 3 12 116
5 13 4 2 6 116
5 16 4 3 8 116
5 17 4 3 16 116
5 18 4 1 4 116
5 19 4 2 23 116
5 20 4 5 1 116
5 21 4 2 1 116
5 23 4 1 24 116
5 24 4 6 3 116
5 29 4 6 16 116
5 30 4 1 10 116
5 34 4 6 13 116
5 36 4 2 19 116
5 37 4 6 3 116
5 41 4 4 18 116
5 42 4 6 4 116
5 43 4 5 7 116
5 44 4 1 2 116
5 46 4 2 1 116
5 48 4 1 8 116
6 0 3 4 6 370
6 1 3 3 1 370
6 2 3 2 15 370
6 3 3 2 5 370
6 9 3 4 25 370
6 15 3 1 12 370
6 17 3 3 5 370
6 19 3 2 14 370
6 22 3 4 1 370
6 23 3 1 10 370
6 24 3 6 14 370
6 28 3 1 17 370
6 29 3 6 18 370
6 30 3 1 21 370
6 31 3 6 5 370
6 34 3 6 11 370
6 35 3 4 2 370
6 37 3 6 14 370
6 38 3 5 1 370
6 40 3 5 7 370
6 41 3 4 3 370
6 42 3 6 4 370
6 43 3 5 3 370
6 44 3 1 6 370
6 45 3 3 12 370
6 49 3 1 13 370
7 32 6 6 21 501
7 33 6 6 25 501
7 34 6 6 1 501
7 35 6 4 5 501
7 4 6 5 25 501
7 37 6 6 23 501
7 38 6 5 18 501
7 40 6 5 8 501
7 12 6 3 24 501
7 43 6 5 6 501
7 44 6 1 15 501
7 47 6 3 24 501
7 16 6 3 15 501
7 49 6 1 8 501
7 20 6 5 17 501
7 27 6 2 20 501
7 23 6 1 1 501
7 24 6 6 13 501
7 36 6 2 4 501
7 15 6 1 10 501
8 0 6 4 20 73
8 1 6 3 18 73
8 35 6 4 9 73
8 5 6 4 9 73
8 38 6 5 10 73
8 32 6 6 23 73
8 31 6 6 4 73
8 42 6 6 5 73
8 44 6 1 23 73
8 13 6 2 7 73
8 16 6 3 20 73
8 19 6 2 22 73
8 21 6 2 22 73
8 22 6 4 17 73
8 23 6 1 9 73
8 24 6 6 7 73
8 33 6 6 4 73
8 27 6 2 10 73
8 30 6 1 10 73
8 37 6 6 19 73
9 0 4 4 4 665
9 1 4 3 23 665
9 2 4 2 1 665
9 4 4 5 1 665
9 5 4 4 9 665
9 6 4 3 25 665
9 10 4 4 6 665
9 12 4 3 11 665
9 13 4 2 8 665
9 17 4 3 1 665
9 19 4 2 7 665
9 23 4 1 7 665
9 24 4 6 5 665
9 28 4 1 18 665
9 29 4 6 23 665
9 32 4 6 2 665
9 35 4 4 25 665
9 37 4 6 9 665
9 38 4 5 21 665
9 39 4 3 24 665
9 40 4 5 1 665
9 47 4 3 15 665
10 0 4 4 8 344
10 2 4 2 18 344
10 9 4 4 6 344
10 16 4 3 8 344
10 18 4 1 8 344
10 20 4 5 15 344
10 21 4 2 15 344
10 22 4 4 24 344
10 23 4 1 19 344
10 25 4 5 24 344
10 26 4 4 20 344
10 27 4 2 17 344
10 29 4 6 10 344
10 30 4 1 8 344
10 32 4 6 3 344
10 33 4 6 5 344
10 35 4 4 3 344
10 37 4 6 25 344
10 39 4 3 7 344
10 40 4 5 17 344
10 42 4 6 2 344
10 45 4 3 8 344
10 46 4 2 8 344
10 47 4 3 13 344
11 33 2 6 22 787
11 2 2 2 13 787
11 35 2 4 16 787
11 4 2 5 20 787
11 37 2 6 24 787
11 38 2 5 20 787
11 40 2 5 16 787
11 41 2 4 4 787
11 43 2 5 2 787
11 44 2 1 18 787
11 15 2 1 7 787
11 16 2 3 5 787
11 17 2 3 22 787
11 19 2 2 5 787
11 21 2 2 7 787
11 23 2 1 19 787
11 25 2 5 19 787
11 26 2 4 6 787
11 28 2 1 23 787
11 36 2 2 1 787
12 2 3 2 11 292
12 4 3 5 12 292
12 5 3 4 12 292
12 7 3 6 24 292
12 9 3 4 11 292
12 13 3 2 2 292
12 18 3 1 15 292
12 21 3 2 3 292
12 22 3 4 12 292
12 25 3 5 8 292
12 27 3 2 13 292
12 29 3 6 23 292
12 31 3 6 13 292
12 33 3 6 11 292
12 34 3 6 2 292
12 37 3 6 20 292
12 39 3 3 17 292
12 40 3 5 22 292
12 41 3 4 6 292
12 42 3 6 25 292
12 44 3 1 19 292
12 45 3 3 1 292
12 46 3 2 8 292
12 48 3 1 16 292
12 49 3 1 16 292
13 0 2 4 22 90
13 3 2 2 21 90
13 5 2 4 6 90
13 8 2 6 7 90
13 9 2 4 8 90
13 12 2 3 2 90
13 14 2 4 5 90
13 15 2 1 24 90
13 17 2 3 12 90
13 21 2 2 20 90
13 22 2 4 9 90
13 23 2 1 22 90
13 26 2 4 22 90
13 29 2 6 21 90
13 31 2 6 8 90
13 32 2 6 24 90
13 35 2 4 20 90
13 36 2 2 20 90
13 38 2 5 5 90
13 39 2 3 6 90
13 41 2 4 4 90
13 42 2 6 8 90
13 47 2 3 23 90
13 48 2 1 2 90
13 49 2 1 25 90
14 0 4 4 6 466
14 32 4 6 13 466
14 35 4 4 24 466
14 4 4 5 8 466
14 38 4 5 25 466
14 33 4 6 23 466
14 41 4 4 4 466
14 42 4 6 5 466
14 13 4 2 5 466
14 46 4 2 9 466
14 15 4 1 14 466
14 48 4 1 1 466
14 18 4 1 9 466
14 20 4 5 3 466
14 24 4 6 22 466
14 36 4 2 12 466
14 47 4 3 8 466
14 28 4 1 20 466
14 29 4 6 25 466
14 30 4 1 17 466
14 31 4 6 19 466
15 1 1 3 9 902
15 2 1 2 19 902
15 4 1 5 4 902
15 6 1 3 12 902
15 7 1 6 10 902
15 11 1 2 7 902
15 13 1 2 24 902
15 14 1 4 14 902
15 21 1 2 20 902
15 22 1 4 8 902
15 23 1 1 9 902
15 26 1 4 3 902
15 27 1 2 5 902
15 29 1 6 8 902
15 30 1 1 10 902
15 32 1 6 25 902
15 36 1 2 5 902
15 38 1 5 3 902
15 40 1 5 6 902
15 41 1 4 5 902
15 42 1 6 6 902
15 44 1 1 14 902
15 45 1 3 15 902
15 46 1 2 8 902
15 47 1 3 21 902
15 48 1 1 7 902
16 2 3 2 3 137
16 4 3 5 15 137
16 5 3 4 8 137
16 7 3 6 15 137
16 8 3 6 20 137
16 10 3 4 8 137
16 11 3 2 5 137
16 18 3 1 4 137
16 22 3 4 9 137
16 23 3 1 9 137
16 24 3 6 22 137
16 27 3 2 24 137
16 30 3 1 19 137
16 31 3 6 19 137
16 32 3 6 11 137
16 33 3 6 25 137
16 34 3 6 10 137
16 36 3 2 17 137
16 38 3 5 15 137
16 39 3 3 14 137
16 41 3 4 24 137
16 42 3 6 6 137
16 45 3 3 14 137
16 47 3 3 9 137
16 48 3 1 13 137
17 32 3 6 18 347
17 2 3 2 19 347
17 11 3 2 22 347
17 4 3 5 15 347
17 5 3 4 16 347
17 6 3 3 5 347
17 40 3 5 3 347
17 9 3 4 1 347
17 43 3 5 1 347
17 13 3 2 12 347
17 47 3 3 7 347
17 25 3 5 12 347
17 41 3 4 1 347
17 45 3 3 11 347
17 23 3 1 14 347
17 26 3 4 21 347
17 27 3 2 5 347
17 29 3 6 11 347
17 30 3 1 8 347
17 31 3 6 18 347
18 0 1 4 9 485
18 1 1 3 10 485
18 2 1 2 11 485
18 3 1 2 25 485
18 5 1 4 4 485
18 10 1 4 8 485
18 12 1 3 15 485
18 14 1 4 9 485
18 16 1 3 4 485
18 19 1 2 21 485
18 24 1 6 5 485
18 28 1 1 10 485
18 29 1 6 14 485
18 30 1 1 22 485
18 31 1 6 4 485
18 32 1 6 24 485
18 38 1 5 18 485
18 39 1 3 9 485
18 40 1 5 14 485
18 43 1 5 24 485
18 44 1 1 22 485
18 45 1 3 4 485
18 47 1 3 16 485
18 48 1 1 16 485
18 49 1 1 15 485
19 32 2 6 1 325
19 34 2 6 9 325
19 5 2 4 23 325
19 6 2 3 14 325
19 8 2 6 22 325
19 9 2 4 7 325
19 42 2 6 15 325
19 11 2 2 5 325
19 44 2 1 4 325
19 46 2 2 6 325
19 49 2 1 9 325
19 18 2 1 21 325
19 41 2 4 9 325
19 21 2 2 11 325
19 22 2 4 14 325
19 40 2 5 18 325
19 38 2 5 20 325
19 29 2 6 12 325
20 0 5 4 21 497
20 32 5 6 25 497
20 2 5 2 9 497
20 3 5 2 23 497
20 4 5 5 23 497
20 5 5 4 1 497
20 7 5 6 17 497
20 40 5 5 18 497
20 10 5 4 15 497
20 39 5 3 22 497
20 14 5 4 3 497
20 48 5 1 18 497
20 49 5 1 19 497
20 46 5 2 16 497
20 36 5 2 10 497
20 26 5 4 25 497
20 27 5 2 25 497
20 30 5 1 10 497
21 2 2 2 6 57
21 5 2 4 1 57
21 8 2 6 22 57
21 10 2 4 15 57
21 11 2 2 7 57
21 12 2 3 3 57
21 13 2 2 20 57
21 15 2 1 20 57
21 19 2 2 11 57
21 22 2 4 20 57
21 23 2 1 22 57
21 24 2 6 12 57
21 25 2 5 8 57
21 26 2 4 4 57
21 27 2 2 12 57
21 28 2 1 14 57
21 29 2 6 25 57
21 32 2 6 12 57
21 35 2 4 22 57
21 37 2 6 7 57
21 38 2 5 8 57
21 41 2 4 11 57
21 43 2 5 2 57
21 46 2 2 9 57
22 19 4 2 14 713
22 3 4 2 12 713
22 37 4 6 24 713
22 6 4 3 1 713
22 8 4 6 17 713
22 42 4 6 3 713
22 12 4 3 12 713
22 13 4 2 9 713
22 46 4 2 18 713
22 15 4 1 8 713
22 16 4 3 9 713
22 27 4 2 22 713
22 29 4 6 23 713
22 35 4 4 18 713
22 21 4 2 20 713
22 23 4 1 15 713
22 24 4 6 15 713
22 38 4 5 14 713
22 28 4 1 9 713
22 10 4 4 24 713
22 31 4 6 13 713
23 2 1 2 4 68
23 3 1 2 4 68
23 4 1 5 2 68
23 5 1 4 24 68
23 6 1 3 10 68
23 7 1 6 1 68
23 8 1 6 9 68
23 9 1 4 7 68
23 10 1 4 19 68
23 11 1 2 19 68
23 13 1 2 22 68
23 15 1 1 9 68
23 16 1 3 9 68
23 17 1 3 14 68
23 21 1 2 22 68
23 22 1 4 15 68
23 24 1 6 7 68
23 26 1 4 18 68
23 28 1 1 13 68
23 31 1 6 8 68
23 32 1 6 1 68
23 36 1 2 17 68
23 37 1 6 23 68
23 38 1 5 16 68
23 41 1 4 22 68
23 45 1 3 8 68
23 48 1 1 1 68
23 49 1 1 22 68
24 0 6 4 3 777
24 2 6 2 21 777
24 4 6 5 5 777
24 5 6 4 3 777
24 6 6 3 14 777
24 7 6 6 13 777
24 8 6 6 7 777
24 9 6 4 5 777
24 14 6 4 22 777
24 16 6 3 22 777
24 18 6 1 5 777
24 21 6 2 12 777
24 22 6 4 15 777
24 23 6 1 7 777
24 25 6 5 23 777
24 27 6 2 15 777
24 28 6 1 2 777
24 36 6 2 1 777
24 37 6 6 13 777
24 38 6 5 3 777
24 39 6 3 11 777
24 40 6 5 3 777
24 41 6 4 11 777
24 42 6 6 22 777
24 44 6 1 9 777
24 48 6 1 3 777
25 32 5 6 23 788
25 11 5 2 19 788
25 36 5 2 15 788
25 37 5 6 24 788
25 39 5 3 9 788
25 40 5 5 23 788
25 41 5 4 21 788
25 10 5 4 24 788
25 43 5 5 24 788
25 12 5 3 8 788
25 46 5 2 6 788
25 47 5 3 17 788
25 48 5 1 19 788
25 17 5 3 12 788
25 21 5 2 8 788
25 24 5 6 23 788
25 26 5 4 2 788
