Node_1 Node_2 Capacity_node1 Capacity_node2 Latency_arc node_cost
nb_nodes 50
nb_arcs 1234
0 1 1 5 20 508
0 3 1 4 18 508
0 4 1 7 8 508
0 38 1 5 25 508
0 6 1 4 4 508
0 33 1 3 5 508
0 40 1 2 1 508
0 9 1 3 23 508
0 10 1 2 11 508
0 39 1 6 18 508
0 14 1 3 14 508
0 15 1 3 3 508
0 16 1 5 3 508
0 17 1 2 9 508
0 18 1 3 18 508
0 19 1 5 2 508
0 21 1 3 16 508
0 25 1 1 7 508
0 49 1 7 6 508
0 42 1 6 25 508
0 36 1 1 6 508
1 0 5 1 20 600
1 2 5 1 7 600
1 3 5 4 3 600
1 4 5 7 14 600
1 5 5 3 9 600
1 6 5 4 3 600
1 8 5 2 9 600
1 9 5 3 25 600
1 10 5 2 21 600
1 12 5 1 10 600
1 13 5 6 15 600
1 14 5 3 23 600
1 18 5 3 17 600
1 19 5 5 9 600
1 22 5 1 17 600
1 27 5 7 14 600
1 30 5 6 11 600
1 38 5 5 20 600
1 39 5 6 8 600
1 40 5 2 20 600
1 41 5 7 11 600
1 43 5 1 7 600
1 45 5 1 20 600
1 48 5 3 8 600
1 49 5 7 12 600
2 1 1 5 7 682
2 35 1 7 10 682
2 5 1 3 6 682
2 38 1 5 25 682
2 7 1 7 7 682
2 40 1 2 14 682
2 9 1 3 10 682
2 10 1 2 18 682
2 39 1 6 11 682
2 44 1 1 8 682
2 46 1 4 15 682
2 48 1 3 11 682
2 17 1 2 19 682
2 18 1 3 10 682
2 22 1 1 14 682
2 23 1 6 9 682
2 25 1 1 25 682
2 49 1 7 10 682
2 28 1 7 15 682
2 42 1 6 1 682
2 31 1 2 13 682
3 0 4 1 18 205
3 1 4 5 3 205
3 5 4 3 17 205
3 8 4 2 5 205
3 10 4 2 2 205
3 11 4 6 5 205
3 12 4 1 3 205
3 16 4 5 12 205
3 17 4 2 9 205
3 18 4 3 23 205
3 19 4 5 18 205
3 24 4 1 19 205
3 25 4 1 10 205
3 26 4 1 20 205
3 28 4 7 25 205
3 29 4 2 18 205
3 33 4 3 6 205
3 38 4 5 16 205
3 43 4 1 8 205
3 44 4 1 8 205
3 46 4 4 17 205
3 47 4 1 10 205
3 48 4 3 12 205
3 49 4 7 17 205
4 0 7 1 8 897
4 1 7 5 14 897
4 5 7 3 3 897
4 6 7 4 25 897
4 8 7 2 15 897
4 12 7 1 21 897
4 15 7 3 1 897
4 16 7 5 23 897
4 17 7 2 7 897
4 19 7 5 18 897
4 20 7 5 21 897
4 24 7 1 12 897
4 26 7 1 6 897
4 27 7 7 10 897
4 28 7 7 6 897
4 29 7 2 16 897
4 31 7 2 9 897
4 34 7 7 12 897
4 35 7 7 16 897
4 36 7 1 14 897
4 39 7 6 7 897
4 43 7 1 3 897
4 44 7 1 10 897
4 45 7 1 2 897
4 46 7 4 6 897
4 47 7 1 24 897
4 48 7 3 8 897
4 49 7 7 10 897
5 1 3 5 9 984
5 2 3 1 6 984
5 3 3 4 17 984
5 4 3 7 3 984
5 6 3 4 17 984
5 8 3 2 8 984
5 9 3 3 6 984
5 11 3 6 19 984
5 13 3 6 20 984
5 14 3 3 7 984
5 15 3 3 18 984
5 17 3 2 15 984
5 18 3 3 6 984
5 19 3 5 17 984
5 20 3 5 18 984
5 23 3 6 5 984
5 24 3 1 10 984
5 29 3 2 13 984
5 31 3 2 21 984
5 32 3 3 12 984
5 35 3 7 6 984
5 36 3 1 22 984
5 37 3 5 15 984
5 39 3 6 24 984
5 40 3 2 25 984
5 41 3 7 8 984
5 43 3 1 6 984
5 44 3 1 25 984
5 48 3 3 24 984
6 0 4 1 4 533
6 1 4 5 3 533
6 4 4 7 25 533
6 5 4 3 17 533
6 8 4 2 23 533
6 9 4 3 11 533
6 10 4 2 15 533
6 12 4 1 4 533
6 13 4 6 8 533
6 14 4 3 8 533
6 16 4 5 14 533
6 18 4 3 13 533
6 20 4 5 1 533
6 21 4 3 7 533
6 22 4 1 1 533
6 26 4 1 1 533
6 29 4 2 2 533
6 31 4 2 21 533
6 32 4 3 10 533
6 35 4 7 6 533
6 37 4 5 14 533
6 38 4 5 3 533
6 39 4 6 24 533
6 40 4 2 6 533
6 46 4 4 6 533
6 47 4 1 15 533
6 49 4 7 23 533
7 2 7 1 7 124
7 8 7 2 23 124
7 9 7 3 15 124
7 11 7 6 7 124
7 13 7 6 12 124
7 15 7 3 2 124
7 16 7 5 13 124
7 17 7 2 14 124
7 21 7 3 14 124
7 22 7 1 8 124
7 25 7 1 2 124
7 29 7 2 12 124
7 31 7 2 12 124
7 33 7 3 21 124
7 36 7 1 23 124
7 39 7 6 7 124
7 40 7 2 8 124
7 41 7 7 17 124
7 42 7 6 10 124
7 43 7 1 3 124
7 44 7 1 18 124
7 45 7 1 1 124
7 46 7 4 3 124
7 47 7 1 8 124
7 48 7 3 8 124
8 1 2 5 9 245
8 3 2 4 5 245
8 4 2 7 15 245
8 5 2 3 8 245
8 6 2 4 23 245
8 7 2 7 23 245
8 13 2 6 23 245
8 14 2 3 8 245
8 15 2 3 15 245
8 16 2 5 15 245
8 17 2 2 20 245
8 20 2 5 24 245
8 22 2 1 4 245
8 23 2 6 14 245
8 24 2 1 3 245
8 25 2 1 14 245
8 26 2 1 14 245
8 28 2 7 17 245
8 31 2 2 20 245
8 32 2 3 15 245
8 33 2 3 12 245
8 37 2 5 25 245
8 42 2 6 12 245
8 44 2 1 24 245
8 45 2 1 9 245
8 46 2 4 11 245
8 47 2 1 21 245
9 0 3 1 23 776
9 1 3 5 25 776
9 2 3 1 10 776
9 5 3 3 6 776
9 6 3 4 11 776
9 7 3 7 15 776
9 10 3 2 18 776
9 11 3 6 23 776
9 16 3 5 2 776
9 17 3 2 17 776
9 18 3 3 6 776
9 19 3 5 24 776
9 24 3 1 2 776
9 26 3 1 3 776
9 27 3 7 5 776
9 31 3 2 13 776
9 32 3 3 24 776
9 33 3 3 25 776
9 35 3 7 7 776
9 37 3 5 13 776
9 38 3 5 4 776
9 40 3 2 20 776
9 45 3 1 21 776
9 46 3 4 22 776
9 47 3 1 4 776
9 48 3 3 25 776
9 49 3 7 25 776
10 0 2 1 11 582
10 1 2 5 21 582
10 2 2 1 18 582
10 3 2 4 2 582
10 6 2 4 15 582
10 9 2 3 18 582
10 12 2 1 20 582
10 13 2 6 12 582
10 14 2 3 2 582
10 17 2 2 11 582
10 18 2 3 22 582
10 21 2 3 5 582
10 24 2 1 20 582
10 27 2 7 18 582
10 30 2 6 23 582
10 31 2 2 12 582
10 32 2 3 8 582
10 33 2 3 15 582
10 34 2 7 24 582
10 35 2 7 19 582
10 36 2 1 22 582
10 38 2 5 16 582
10 46 2 4 22 582
11 33 6 3 18 266
11 34 6 7 8 266
11 3 6 4 5 266
11 36 6 1 15 266
11 5 6 3 19 266
11 7 6 7 7 266
11 9 6 3 23 266
11 42 6 6 2 266
11 47 6 1 20 266
11 48 6 3 21 266
11 17 6 2 22 266
11 18 6 3 13 266
11 22 6 1 25 266
11 24 6 1 15 266
11 26 6 1 1 266
11 27 6 7 15 266
11 28 6 7 5 266
11 30 6 6 17 266
11 31 6 2 8 266
12 1 1 5 10 131
12 3 1 4 3 131
12 4 1 7 21 131
12 6 1 4 4 131
12 10 1 2 20 131
12 13 1 6 1 131
12 16 1 5 9 131
12 17 1 2 20 131
12 18 1 3 5 131
12 19 1 5 25 131
12 25 1 1 25 131
12 26 1 1 7 131
12 27 1 7 15 131
12 29 1 2 12 131
12 31 1 2 14 131
12 37 1 5 22 131
12 38 1 5 18 131
12 39 1 6 12 131
12 41 1 7 3 131
12 42 1 6 20 131
12 44 1 1 24 131
12 47 1 1 19 131
12 49 1 7 7 131
13 1 6 5 15 485
13 5 6 3 20 485
13 6 6 4 8 485
13 7 6 7 12 485
13 8 6 2 23 485
13 10 6 2 12 485
13 12 6 1 1 485
13 15 6 3 17 485
13 18 6 3 13 485
13 20 6 5 24 485
13 21 6 3 12 485
13 26 6 1 24 485
13 27 6 7 16 485
13 28 6 7 8 485
13 30 6 6 12 485
13 31 6 2 2 485
13 33 6 3 14 485
13 36 6 1 1 485
13 38 6 5 18 485
13 39 6 6 6 485
13 40 6 2 14 485
13 41 6 7 1 485
13 42 6 6 24 485
13 43 6 1 24 485
13 46 6 4 25 485
13 47 6 1 13 485
13 48 6 3 12 485
14 0 3 1 14 704
14 1 3 5 23 704
14 5 3 3 7 704
14 6 3 4 8 704
14 8 3 2 8 704
14 10 3 2 2 704
14 16 3 5 22 704
14 20 3 5 24 704
14 21 3 3 24 704
14 22 3 1 7 704
14 23 3 6 19 704
14 25 3 1 23 704
14 31 3 2 3 704
14 32 3 3 1 704
14 33 3 3 5 704
14 34 3 7 2 704
14 36 3 1 8 704
14 37 3 5 4 704
14 38 3 5 6 704
14 45 3 1 22 704
14 46 3 4 2 704
14 48 3 3 20 704
15 0 3 1 3 924
15 32 3 3 5 924
15 36 3 1 22 924
15 4 3 7 1 924
15 5 3 3 18 924
15 38 3 5 22 924
15 7 3 7 2 924
15 8 3 2 15 924
15 44 3 1 22 924
15 13 3 6 17 924
15 45 3 1 11 924
15 18 3 3 13 924
15 19 3 5 13 924
15 22 3 1 1 924
15 24 3 1 20 924
15 25 3 1 19 924
15 47 3 1 4 924
15 28 3 7 25 924
15 30 3 6 20 924
15 37 3 5 24 924
16 0 5 1 3 553
16 3 5 4 12 553
16 4 5 7 23 553
16 6 5 4 14 553
16 7 5 7 13 553
16 8 5 2 15 553
16 9 5 3 2 553
16 12 5 1 9 553
16 14 5 3 22 553
16 19 5 5 19 553
16 20 5 5 13 553
16 21 5 3 5 553
16 22 5 1 10 553
16 24 5 1 20 553
16 25 5 1 23 553
16 26 5 1 12 553
16 27 5 7 21 553
16 31 5 2 9 553
16 32 5 3 11 553
16 33 5 3 3 553
16 36 5 1 6 553
16 37 5 5 12 553
16 38 5 5 24 553
16 39 5 6 8 553
16 42 5 6 25 553
16 43 5 1 12 553
16 44 5 1 1 553
16 46 5 4 13 553
16 49 5 7 20 553
17 0 2 1 9 247
17 2 2 1 19 247
17 3 2 4 9 247
17 4 2 7 7 247
17 5 2 3 15 247
17 7 2 7 14 247
17 8 2 2 20 247
17 9 2 3 17 247
17 10 2 2 11 247
17 11 2 6 22 247
17 12 2 1 20 247
17 18 2 3 10 247
17 19 2 5 13 247
17 21 2 3 23 247
17 23 2 6 25 247
17 25 2 1 18 247
17 27 2 7 14 247
17 28 2 7 11 247
17 29 2 2 25 247
17 31 2 2 6 247
17 34 2 7 24 247
17 36 2 1 9 247
17 37 2 5 2 247
17 38 2 5 7 247
17 39 2 6 10 247
17 42 2 6 4 247
17 48 2 3 21 247
17 49 2 7 5 247
18 0 3 1 18 182
18 1 3 5 17 182
18 2 3 1 10 182
18 3 3 4 23 182
18 5 3 3 6 182
18 6 3 4 13 182
18 9 3 3 6 182
18 10 3 2 22 182
18 11 3 6 13 182
18 12 3 1 5 182
18 13 3 6 13 182
18 15 3 3 13 182
18 17 3 2 10 182
18 20 3 5 21 182
18 23 3 6 21 182
18 24 3 1 9 182
18 31 3 2 17 182
18 33 3 3 12 182
18 34 3 7 13 182
18 35 3 7 2 182
18 36 3 1 1 182
18 38 3 5 5 182
18 41 3 7 24 182
18 42 3 6 19 182
18 43 3 1 16 182
18 44 3 1 24 182
18 45 3 1 5 182
18 49 3 7 17 182
19 0 5 1 2 499
19 1 5 5 9 499
19 3 5 4 18 499
19 4 5 7 18 499
19 5 5 3 17 499
19 9 5 3 24 499
19 12 5 1 25 499
19 15 5 3 13 499
19 16 5 5 19 499
19 17 5 2 13 499
19 21 5 3 23 499
19 22 5 1 11 499
19 24 5 1 9 499
19 28 5 7 22 499
19 29 5 2 7 499
19 30 5 6 5 499
19 31 5 2 20 499
19 32 5 3 17 499
19 34 5 7 1 499
19 35 5 7 24 499
19 37 5 5 25 499
19 40 5 2 14 499
19 41 5 7 22 499
19 43 5 1 23 499
19 45 5 1 3 499
19 46 5 4 15 499
19 47 5 1 18 499
20 4 5 7 21 987
20 5 5 3 18 987
20 6 5 4 1 987
20 8 5 2 24 987
20 13 5 6 24 987
20 14 5 3 24 987
20 16 5 5 13 987
20 18 5 3 21 987
20 21 5 3 10 987
20 22 5 1 11 987
20 24 5 1 12 987
20 25 5 1 8 987
20 26 5 1 20 987
20 27 5 7 17 987
20 28 5 7 1 987
20 29 5 2 22 987
20 32 5 3 25 987
20 33 5 3 4 987
20 34 5 7 24 987
20 35 5 7 20 987
20 36 5 1 12 987
20 38 5 5 13 987
20 39 5 6 10 987
20 40 5 2 11 987
20 41 5 7 8 987
20 47 5 1 23 987
21 0 3 1 16 350
21 6 3 4 7 350
21 7 3 7 14 350
21 10 3 2 5 350
21 13 3 6 12 350
21 14 3 3 24 350
21 16 3 5 5 350
21 17 3 2 23 350
21 19 3 5 23 350
21 20 3 5 10 350
21 22 3 1 4 350
21 23 3 6 1 350
21 24 3 1 2 350
21 25 3 1 10 350
21 27 3 7 2 350
21 28 3 7 13 350
21 32 3 3 8 350
21 33 3 3 12 350
21 39 3 6 3 350
21 40 3 2 2 350
21 43 3 1 20 350
21 45 3 1 2 350
21 46 3 4 12 350
21 47 3 1 2 350
21 48 3 3 14 350
22 1 1 5 17 639
22 2 1 1 14 639
22 6 1 4 1 639
22 7 1 7 8 639
22 8 1 2 4 639
22 11 1 6 25 639
22 14 1 3 7 639
22 15 1 3 1 639
22 16 1 5 10 639
22 19 1 5 11 639
22 20 1 5 11 639
22 21 1 3 4 639
22 24 1 1 24 639
22 25 1 1 2 639
22 26 1 1 23 639
22 27 1 7 19 639
22 28 1 7 6 639
22 30 1 6 18 639
22 31 1 2 16 639
22 32 1 3 4 639
22 35 1 7 22 639
22 37 1 5 10 639
22 38 1 5 17 639
22 39 1 6 18 639
22 40 1 2 6 639
22 41 1 7 23 639
22 47 1 1 24 639
22 48 1 3 2 639
22 49 1 7 12 639
23 33 6 3 24 258
23 2 6 1 9 258
23 35 6 7 20 258
23 36 6 1 7 258
23 5 6 3 5 258
23 39 6 6 25 258
23 8 6 2 14 258
23 41 6 7 22 258
23 44 6 1 17 258
23 34 6 7 2 258
23 14 6 3 19 258
23 17 6 2 25 258
23 18 6 3 21 258
23 21 6 3 1 258
23 30 6 6 23 258
23 31 6 2 1 258
24 3 1 4 19 925
24 4 1 7 12 925
24 5 1 3 10 925
24 8 1 2 3 925
24 9 1 3 2 925
24 10 1 2 20 925
24 11 1 6 15 925
24 15 1 3 20 925
24 16 1 5 20 925
24 18 1 3 9 925
24 19 1 5 9 925
24 20 1 5 12 925
24 21 1 3 2 925
24 22 1 1 24 925
24 25 1 1 15 925
24 27 1 7 10 925
24 28 1 7 7 925
24 29 1 2 13 925
24 30 1 6 13 925
