Node_1 Node_2 Capacity_node1 Capacity_node2 Latency_arc node_cost
nb_nodes 25
nb_arcs 546
0 1 10 3 18 480
0 2 10 10 10 480
0 3 10 13 17 480
0 4 10 11 19 480
0 5 10 12 1 480
0 6 10 10 7 480
0 7 10 11 21 480
0 8 10 1 17 480
0 9 10 4 19 480
0 10 10 5 17 480
0 11 10 13 5 480
0 12 10 7 23 480
0 13 10 12 23 480
0 14 10 10 17 480
0 15 10 10 1 480
0 16 10 7 25 480
0 17 10 10 7 480
0 18 10 1 20 480
0 19 10 11 15 480
0 20 10 1 16 480
0 21 10 1 1 480
0 22 10 9 10 480
0 23 10 12 22 480
1 0 3 10 18 757
1 2 3 10 6 757
1 3 3 13 12 757
1 4 3 11 13 757
1 5 3 12 5 757
1 6 3 10 20 757
1 7 3 11 20 757
1 9 3 4 19 757
1 10 3 5 6 757
1 11 3 13 8 757
1 12 3 7 1 757
1 13 3 12 18 757
1 14 3 10 25 757
1 15 3 10 4 757
1 16 3 7 15 757
1 17 3 10 11 757
1 18 3 1 5 757
1 20 3 1 21 757
1 21 3 1 19 757
1 22 3 9 3 757
1 23 3 12 2 757
1 24 3 10 24 757
2 0 10 10 10 982
2 1 10 3 6 982
2 4 10 11 25 982
2 5 10 12 17 982
2 6 10 10 7 982
2 7 10 11 15 982
2 8 10 1 21 982
2 9 10 4 16 982
2 10 10 5 23 982
2 11 10 13 14 982
2 12 10 7 14 982
2 13 10 12 22 982
2 14 10 10 5 982
2 15 10 10 10 982
2 16 10 7 5 982
2 17 10 10 5 982
2 18 10 1 20 982
2 19 10 11 20 982
2 20 10 1 3 982
2 21 10 1 11 982
2 22 10 9 6 982
2 23 10 12 23 982
2 24 10 10 20 982
3 0 13 10 17 371
3 1 13 3 12 371
3 4 13 11 9 371
3 6 13 10 24 371
3 7 13 11 6 371
3 9 13 4 9 371
3 10 13 5 8 371
3 11 13 13 8 371
3 12 13 7 2 371
3 14 13 10 9 371
3 16 13 7 21 371
3 17 13 10 6 371
3 18 13 1 16 371
3 19 13 11 10 371
3 20 13 1 13 371
3 21 13 1 22 371
3 22 13 9 24 371
3 23 13 12 23 371
3 24 13 10 16 371
4 0 11 10 19 288
4 1 11 3 13 288
4 2 11 10 25 288
4 3 11 13 9 288
4 5 11 12 16 288
4 6 11 10 3 288
4 7 11 11 3 288
4 8 11 1 10 288
4 9 11 4 3 288
4 10 11 5 24 288
4 11 11 13 20 288
4 12 11 7 4 288
4 13 11 12 1 288
4 15 11 10 2 288
4 16 11 7 25 288
4 17 11 10 9 288
4 18 11 1 5 288
4 19 11 11 15 288
4 21 11 1 8 288
4 22 11 9 16 288
4 23 11 12 22 288
5 0 12 10 1 700
5 1 12 3 5 700
5 2 12 10 17 700
5 4 12 11 16 700
5 6 12 10 15 700
5 7 12 11 16 700
5 8 12 1 14 700
5 9 12 4 9 700
