Node_1 Node_2 Capacity_node1 Capacity_node2 Latency_arc node_cost
nb_nodes 100
nb_arcs 4966
0 1 3 2 8 758
0 2 3 3 7 758
0 4 3 3 2 758
0 7 3 2 17 758
0 12 3 1 3 758
0 13 3 3 1 758
0 15 3 3 1 758
0 16 3 2 19 758
0 17 3 4 9 758
0 18 3 1 21 758
0 19 3 4 2 758
0 20 3 2 13 758
0 23 3 1 2 758
0 25 3 4 8 758
0 27 3 4 10 758
0 28 3 4 9 758
0 29 3 2 3 758
0 33 3 1 15 758
0 34 3 2 16 758
0 35 3 2 14 758
0 37 3 1 5 758
0 38 3 2 5 758
0 39 3 4 18 758
0 40 3 2 21 758
0 41 3 4 16 758
0 43 3 1 25 758
0 44 3 1 24 758
0 45 3 2 16 758
0 46 3 2 16 758
0 47 3 1 24 758
0 49 3 2 15 758
0 50 3 3 22 758
0 51 3 2 1 758
0 52 3 4 13 758
0 57 3 3 25 758
0 58 3 1 23 758
0 60 3 1 7 758
0 62 3 1 25 758
0 63 3 3 14 758
0 69 3 3 24 758
0 70 3 3 25 758
0 71 3 3 6 758
0 74 3 4 3 758
0 75 3 2 14 758
0 78 3 3 13 758
0 80 3 2 10 758
0 82 3 4 6 758
0 83 3 1 22 758
0 84 3 2 14 758
0 87 3 4 7 758
0 89 3 2 4 758
0 91 3 1 25 758
0 92 3 1 5 758
0 93 3 3 12 758
0 94 3 1 21 758
0 97 3 2 12 758
0 98 3 4 19 758
1 0 2 3 8 610
1 2 2 3 5 610
1 3 2 4 4 610
1 5 2 1 4 610
1 6 2 3 21 610
1 13 2 3 15 610
1 15 2 3 5 610
1 17 2 4 19 610
1 18 2 1 16 610
1 21 2 1 5 610
1 25 2 4 4 610
1 28 2 4 19 610
1 33 2 1 5 610
1 34 2 2 4 610
1 36 2 2 18 610
1 37 2 1 3 610
1 38 2 2 9 610
1 39 2 4 17 610
1 40 2 2 5 610
1 41 2 4 7 610
1 44 2 1 7 610
1 45 2 2 1 610
1 46 2 2 18 610
1 49 2 2 11 610
1 51 2 2 25 610
1 52 2 4 16 610
1 53 2 3 7 610
1 54 2 4 17 610
1 57 2 3 11 610
1 59 2 4 4 610
1 61 2 4 5 610
1 62 2 1 15 610
1 63 2 3 4 610
1 65 2 4 22 610
1 67 2 1 3 610
1 68 2 1 2 610
1 69 2 3 1 610
1 70 2 3 7 610
1 71 2 3 13 610
1 72 2 1 25 610
1 74 2 4 12 610
1 76 2 1 20 610
1 78 2 3 21 610
1 80 2 2 9 610
1 81 2 2 6 610
1 87 2 4 5 610
1 88 2 4 5 610
1 89 2 2 19 610
1 90 2 4 10 610
1 91 2 1 24 610
1 92 2 1 22 610
1 93 2 3 7 610
1 94 2 1 19 610
1 96 2 1 17 610
1 98 2 4 5 610
2 0 3 3 7 645
2 1 3 2 5 645
2 3 3 4 16 645
2 5 3 1 22 645
2 6 3 3 8 645
