Node_1 Node_2 Capacity_node1 Capacity_node2 Latency_arc node_cost
nb_nodes 25
nb_arcs 536
0 1 2 3 5 993
0 2 2 3 9 993
0 3 2 3 6 993
0 4 2 2 8 993
0 5 2 5 4 993
0 6 2 3 14 993
0 7 2 2 20 993
0 8 2 1 15 993
0 9 2 1 2 993
0 10 2 1 8 993
0 11 2 3 23 993
0 12 2 2 10 993
0 13 2 1 7 993
0 14 2 3 13 993
0 15 2 2 6 993
0 16 2 3 19 993
0 17 2 1 12 993
0 18 2 4 4 993
0 19 2 2 17 993
0 20 2 5 2 993
0 21 2 3 15 993
0 22 2 2 3 993
0 24 2 4 17 993
1 0 3 2 5 977
1 2 3 3 22 977
1 3 3 3 19 977
1 4 3 2 16 977
1 5 3 5 12 977
1 6 3 3 23 977
1 8 3 1 3 977
1 9 3 1 5 977
1 10 3 1 7 977
1 11 3 3 9 977
1 13 3 1 14 977
1 14 3 3 9 977
1 15 3 2 2 977
1 16 3 3 9 977
1 17 3 1 12 977
1 18 3 4 7 977
1 19 3 2 22 977
1 20 3 5 2 977
1 21 3 3 14 977
1 23 3 2 10 977
1 24 3 4 15 977
2 0 3 2 9 838
2 1 3 3 22 838
2 3 3 3 10 838
2 4 3 2 17 838
2 5 3 5 12 838
2 6 3 3 3 838
2 8 3 1 4 838
2 9 3 1 17 838
2 10 3 1 9 838
2 11 3 3 19 838
2 12 3 2 7 838
2 13 3 1 9 838
2 14 3 3 25 838
2 15 3 2 15 838
2 16 3 3 1 838
2 17 3 1 2 838
2 18 3 4 23 838
2 19 3 2 20 838
2 20 3 5 7 838
2 21 3 3 19 838
2 22 3 2 24 838
2 23 3 2 11 838
3 0 3 2 6 952
3 1 3 3 19 952
3 2 3 3 10 952
3 4 3 2 20 952
3 5 3 5 19 952
3 6 3 3 10 952
3 7 3 2 16 952
3 8 3 1 25 952
3 9 3 1 7 952
3 10 3 1 1 952
3 11 3 3 16 952
3 12 3 2 14 952
3 13 3 1 22 952
3 14 3 3 14 952
3 17 3 1 3 952
3 18 3 4 9 952
3 20 3 5 24 952
3 21 3 3 15 952
3 22 3 2 18 952
3 24 3 4 1 952
4 0 2 2 8 372
4 1 2 3 16 372
4 2 2 3 17 372
4 3 2 3 20 372
4 5 2 5 12 372
4 7 2 2 8 372
4 8 2 1 3 372
4 9 2 1 17 372
4 10 2 1 1 372
4 11 2 3 8 372
4 12 2 2 12 372
4 13 2 1 16 372
4 15 2 2 1 372
4 16 2 3 4 372
4 17 2 1 2 372
4 18 2 4 19 372
4 19 2 2 11 372
4 20 2 5 19 372
4 21 2 3 17 372
4 22 2 2 12 372
4 23 2 2 15 372
4 24 2 4 9 372
5 0 5 2 4 353
5 1 5 3 12 353
5 2 5 3 12 353
5 3 5 3 19 353
5 4 5 2 12 353
5 6 5 3 12 353
5 8 5 1 11 353
5 9 5 1 25 353
5 10 5 1 12 353
5 11 5 3 20 353
5 13 5 1 2 353
5 14 5 3 12 353
5 15 5 2 5 353
5 16 5 3 5 353
5 17 5 1 9 353
5 18 5 4 6 353
5 19 5 2 23 353
5 21 5 3 7 353
5 22 5 2 23 353
5 23 5 2 20 353
5 24 5 4 19 353
6 0 3 2 14 347
6 1 3 3 23 347
6 2 3 3 3 347
6 3 3 3 10 347
6 5 3 5 12 347
6 8 3 1 21 347
6 10 3 1 6 347
6 11 3 3 10 347
6 12 3 2 14 347
6 14 3 3 9 347
6 15 3 2 21 347
6 16 3 3 17 347
6 19 3 2 3 347
6 20 3 5 24 347
6 21 3 3 15 347
6 22 3 2 17 347
6 23 3 2 8 347
6 24 3 4 5 347
7 0 2 2 20 445
7 3 2 3 16 445
7 4 2 2 8 445
7 8 2 1 22 445
7 9 2 1 25 445
7 10 2 1 3 445
7 11 2 3 8 445
7 12 2 2 18 445
7 13 2 1 5 445
7 14 2 3 25 445
7 15 2 2 24 445
7 16 2 3 21 445
7 17 2 1 9 445
7 18 2 4 5 445
7 19 2 2 5 445
7 20 2 5 8 445
7 21 2 3 5 445
7 22 2 2 13 445
8 0 1 2 15 913
8 1 1 3 3 913
8 2 1 3 4 913
8 3 1 3 25 913
8 4 1 2 3 913
8 5 1 5 11 913
8 6 1 3 21 913
8 7 1 2 22 913
8 9 1 1 5 913
8 10 1 1 2 913
8 11 1 3 7 913
8 12 1 2 21 913
8 13 1 1 6 913
8 14 1 3 5 913
