Node_1 Node_2 Capacity_node1 Capacity_node2 Latency_arc node_cost
nb_nodes 100
nb_arcs 5026
0 5 2 2 7 314
0 7 2 3 2 314
0 10 2 2 12 314
0 13 2 1 17 314
0 15 2 2 25 314
0 16 2 3 23 314
0 17 2 2 25 314
0 18 2 3 24 314
0 19 2 1 17 314
0 21 2 3 5 314
0 22 2 3 15 314
0 24 2 1 5 314
0 25 2 3 6 314
0 30 2 1 24 314
0 32 2 1 20 314
0 35 2 1 13 314
0 38 2 3 23 314
0 40 2 2 5 314
0 41 2 1 3 314
0 43 2 2 22 314
0 45 2 2 25 314
0 47 2 3 22 314
0 49 2 2 8 314
0 50 2 3 3 314
0 51 2 2 1 314
0 52 2 3 1 314
0 54 2 1 16 314
0 55 2 2 23 314
0 58 2 1 7 314
0 59 2 2 9 314
0 60 2 3 9 314
0 61 2 3 15 314
0 62 2 1 11 314
0 66 2 1 22 314
0 67 2 2 1 314
0 70 2 1 23 314
0 73 2 3 18 314
0 75 2 1 10 314
0 77 2 3 3 314
0 80 2 1 18 314
0 81 2 3 19 314
0 83 2 1 24 314
0 85 2 3 15 314
0 86 2 2 18 314
0 88 2 1 22 314
0 90 2 2 24 314
0 92 2 1 23 314
0 94 2 3 21 314
0 95 2 1 3 314
0 96 2 2 7 314
1 2 3 2 14 112
1 3 3 3 25 112
1 4 3 1 4 112
1 9 3 1 6 112
1 11 3 2 1 112
1 12 3 1 16 112
1 13 3 1 18 112
1 14 3 3 17 112
1 16 3 3 22 112
1 19 3 1 11 112
1 20 3 3 20 112
1 22 3 3 7 112
1 23 3 3 24 112
1 25 3 3 18 112
1 27 3 1 22 112
1 31 3 1 7 112
1 32 3 1 3 112
1 33 3 3 14 112
1 35 3 1 21 112
1 36 3 2 13 112
1 39 3 3 8 112
1 40 3 2 2 112
1 41 3 1 23 112
1 42 3 2 16 112
1 43 3 2 15 112
1 44 3 3 10 112
1 51 3 2 1 112
1 52 3 3 9 112
1 53 3 2 24 112
1 55 3 2 10 112
1 57 3 1 11 112
1 58 3 1 20 112
1 59 3 2 11 112
1 62 3 1 25 112
1 63 3 2 23 112
1 64 3 3 1 112
1 65 3 2 2 112
1 66 3 1 14 112
1 67 3 2 14 112
1 70 3 1 22 112
1 71 3 2 8 112
1 72 3 2 23 112
1 77 3 3 1 112
1 78 3 2 11 112
1 79 3 3 18 112
1 82 3 2 22 112
1 83 3 1 24 112
1 84 3 3 19 112
1 85 3 3 2 112
1 87 3 3 9 112
1 89 3 3 23 112
1 91 3 1 3 112
1 93 3 1 25 112
1 96 3 2 10 112
1 98 3 2 3 112
1 99 3 3 24 112
2 1 2 3 14 430
2 4 2 1 19 430
2 9 2 1 13 430
2 11 2 2 11 430
2 12 2 1 9 430
2 13 2 1 18 430
2 16 2 3 2 430
2 17 2 2 22 430
2 18 2 3 23 430
2 25 2 3 21 430
2 26 2 1 3 430
2 27 2 1 1 430
2 30 2 1 20 430
2 32 2 1 23 430
2 33 2 3 23 430
2 35 2 1 23 430
2 36 2 2 12 430
2 40 2 2 2 430
2 42 2 2 18 430
2 45 2 2 19 430
2 46 2 1 12 430
2 47 2 3 13 430
2 48 2 3 6 430
